mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	system_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	crescendo_hairpin	decrescendo_hairpin
101	101	1203/4	1203/4	0.25	3/16	3/16	Chord	3/4	3	1	1/16		1/16	1	2162										629		
101	101	301	301	0.25	1/4	1/4	Chord	3/4	3	1	1/16		1/16	1	2163										629		
101	101	1205/4	1205/4	0.25	5/16	5/16	Chord	3/4	3	1	1/16		1/16	1	2164										629		
101	101	603/2	603/2	0.25	3/8	3/8	Chord	3/4	3	1	1/16		1/16	1	2165										629		
101	101	1207/4	1207/4	0.25	7/16	7/16	Chord	3/4	3	1	1/16		1/16	1	2166										629		
101	101	302	302	0.25	1/2	1/2	Chord	3/4	3	1	1/16		1/16	1	2167										629		
101	101	1209/4	1209/4	0.25	9/16	9/16	Chord	3/4	3	1	1/16		1/16	1	2168										629		
101	101	605/2	605/2	0.25	5/8	5/8	Chord	3/4	3	1	1/16		1/16	1	2169										629		
101	101	1211/4	1211/4	0.25	11/16	11/16	Chord	3/4	3	1	1/16		1/16	1	2170												
101	101	300	300	0.5	0	0	Chord	3/4	4	1	1/8		1/8	1	2171												
101	101	601/2	601/2	0.5	1/8	1/8	Chord	3/4	4	1	1/8		1/8	1	2172										630		
101	101	301	301	0.0	1/4	1/4	Spanner	3/4	4	1	0														630	59	
101	101	301	301	0.5	1/4	1/4	Chord	3/4	4	1	1/8		1/8	1	2173										630	59	
101	101	603/2	603/2	0.5	3/8	3/8	Chord	3/4	4	1	1/8		1/8	1	2174										630	59	
101	101	302	302	0.5	1/2	1/2	Chord	3/4	4	1	1/8		1/8	1	2175										630	59	
101	101	605/2	605/2	0.5	5/8	5/8	Chord	3/4	4	1	1/8		1/8	1	2176											59	
102	102	303	303	0.0	0	0	Dynamic	3/4	1	1	0					sf											
102	102	303	303	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	2177										631		
102	102	304	304	0.0	1/4	1/4	Dynamic	3/4	1	1	0					p											
102	102	304	304	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	2178												
102	102	305	305	0.75	1/2	1/2	Chord	3/4	1	1	3/16		1/8	3/2	2179												
102	102	1223/4	1223/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	2180												
102	102	303	303	0.0	0	0	Dynamic	3/4	2	1	0					sf											
102	102	303	303	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	2181										632		
102	102	304	304	0.0	1/4	1/4	Dynamic	3/4	2	1	0					p											
102	102	304	304	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	2182												
102	102	305	305	0.75	1/2	1/2	Chord	3/4	2	1	3/16		1/8	3/2	2183												
102	102	1223/4	1223/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16		1/16	1	2184												
102	102	303	303	0.25	0	0	Chord	3/4	3	1	1/16		1/16	1	2185										633		
102	102	1213/4	1213/4	0.25	1/16	1/16	Chord	3/4	3	1	1/16		1/16	1	2186										633		
102	102	607/2	607/2	0.25	1/8	1/8	Chord	3/4	3	1	1/16		1/16	1	2187										633		
102	102	1215/4	1215/4	0.25	3/16	3/16	Chord	3/4	3	1	1/16		1/16	1	2188										633		
102	102	304	304	0.25	1/4	1/4	Chord	3/4	3	1	1/16		1/16	1	2189										633		
102	102	1217/4	1217/4	0.25	5/16	5/16	Chord	3/4	3	1	1/16		1/16	1	2190										633		
102	102	609/2	609/2	0.25	3/8	3/8	Chord	3/4	3	1	1/16		1/16	1	2191										633		
102	102	1219/4	1219/4	0.25	7/16	7/16	Chord	3/4	3	1	1/16		1/16	1	2192										633		
102	102	305	305	0.25	1/2	1/2	Chord	3/4	3	1	1/16		1/16	1	2193										633		
102	102	1221/4	1221/4	0.25	9/16	9/16	Chord	3/4	3	1	1/16		1/16	1	2194										633		
102	102	611/2	611/2	0.25	5/8	5/8	Chord	3/4	3	1	1/16		1/16	1	2195										633		
102	102	1223/4	1223/4	0.25	11/16	11/16	Chord	3/4	3	1	1/16		1/16	1	2196												
102	102	303	303	0.0	0	0	Dynamic	3/4	4	1	0					sf											
102	102	303	303	0.0	0	0	Spanner	3/4	4	1	0																
102	102	303	303	1.0	0	0	Chord	3/4	4	1	1/4		1/4	1	2197												
102	102	304	304	0.0	1/4	1/4	Dynamic	3/4	4	1	0					p											
102	102	304	304	0.5	1/4	1/4	Chord	3/4	4	1	1/8		1/8	1	2198												
102	102	305	305	1.0	1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	2199										634		
103	103	306	306	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	2200										635		
103	103	307	307	2.0	1/4	1/4	Chord	3/4	1	1	1/2		1/2	1	2201												
103	103	306	306	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	2202												
103	103	613/2	613/2	0.0	1/8	1/8	Spanner	3/4	2	1	0															60	
103	103	613/2	613/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	2203										636	60	
103	103	307	307	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	2204										636	60	
103	103	615/2	615/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	2205										636	60	
103	103	308	308	0.0	1/2	1/2	Spanner	3/4	2	1	0														636		
103	103	308	308	0.0	1/2	1/2	Spanner	3/4	2	1	0														636		101
103	103	308	308	0.75	1/2	1/2	Chord	3/4	2	1	3/16		1/8	3/2	2206										636		101
103	103	1235/4	1235/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16		1/16	1	2207												101
103	103	306	306	1.0	0	0	Chord	3/4	3	1	1/4		1/4	1	2208												
103	103	306	306	0.25	0	0	Chord	3/4	4	1	1/16		1/16	1	2209										634		
103	103	1225/4	1225/4	0.25	1/16	1/16	Chord	3/4	4	1	1/16		1/16	1	2210										634		
103	103	613/2	613/2	0.25	1/8	1/8	Chord	3/4	4	1	1/16		1/16	1	2211										634		
103	103	1227/4	1227/4	0.25	3/16	3/16	Chord	3/4	4	1	1/16		1/16	1	2212										634		
103	103	307	307	0.25	1/4	1/4	Chord	3/4	4	1	1/16		1/16	1	2213										634		
103	103	1229/4	1229/4	0.25	5/16	5/16	Chord	3/4	4	1	1/16		1/16	1	2214										634		
103	103	615/2	615/2	0.25	3/8	3/8	Chord	3/4	4	1	1/16		1/16	1	2215										634		
103	103	1231/4	1231/4	0.25	7/16	7/16	Chord	3/4	4	1	1/16		1/16	1	2216										634		
103	103	308	308	0.25	1/2	1/2	Chord	3/4	4	1	1/16		1/16	1	2217										634		
103	103	1233/4	1233/4	0.25	9/16	9/16	Chord	3/4	4	1	1/16		1/16	1	2218										634		
103	103	617/2	617/2	0.25	5/8	5/8	Chord	3/4	4	1	1/16		1/16	1	2219										634		
103	103	1235/4	1235/4	0.25	11/16	11/16	Chord	3/4	4	1	1/16		1/16	1	2220												
104	104	309	309	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	2221												
104	104	619/2	619/2	0.0	1/8	1/8	Spanner	3/4	1	1	0															61	
104	104	619/2	619/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	2222										637	61	
104	104	310	310	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	2223										637	61	
104	104	621/2	621/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	2224										637	61	
104	104	311	311	0.0	1/2	1/2	StaffText	3/4	1	1	0							cresc.							637		
104	104	311	311	0.0	1/2	1/2	Spanner	3/4	1	1	0														637		
104	104	311	311	0.0	1/2	1/2	Spanner	3/4	1	1	0														637		102
104	104	311	311	0.75	1/2	1/2	Chord	3/4	1	1	3/16		1/8	3/2	2225										637		102
104	104	1247/4	1247/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	2226												102
104	104	309	309	0.0	0	0	Spanner	3/4	2	1	0																
104	104	309	309	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	2227												
104	104	619/2	619/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	2228												
104	104	310	310	2.0	1/4	1/4	Chord	3/4	2	1	1/2		1/2	1	2229												
104	104	621/2	621/2	0.5	3/8	3/8	Chord	3/4	3	1	1/8		1/8	1	2230										638		
104	104	311	311	0.0	1/2	1/2	StaffText	3/4	3	1	0							cresc.							638		
104	104	311	311	0.75	1/2	1/2	Chord	3/4	3	1	3/16		1/8	3/2	2231										638		
104	104	1247/4	1247/4	0.25	11/16	11/16	Chord	3/4	3	1	1/16		1/16	1	2232												
104	104	309	309	0.25	0	0	Chord	3/4	4	1	1/16		1/16	1	2233										639		
104	104	1237/4	1237/4	0.25	1/16	1/16	Chord	3/4	4	1	1/16		1/16	1	2234										639		
104	104	619/2	619/2	0.25	1/8	1/8	Chord	3/4	4	1	1/16		1/16	1	2235										639		
104	104	1239/4	1239/4	0.25	3/16	3/16	Chord	3/4	4	1	1/16		1/16	1	2236										639		
104	104	310	310	0.25	1/4	1/4	Chord	3/4	4	1	1/16		1/16	1	2237										639		
104	104	1241/4	1241/4	0.25	5/16	5/16	Chord	3/4	4	1	1/16		1/16	1	2238										639		
104	104	621/2	621/2	0.25	3/8	3/8	Chord	3/4	4	1	1/16		1/16	1	2239										639		
104	104	1243/4	1243/4	0.25	7/16	7/16	Chord	3/4	4	1	1/16		1/16	1	2240										639		
104	104	311	311	0.0	1/2	1/2	StaffText	3/4	4	1	0							cresc.							639		
104	104	311	311	0.25	1/2	1/2	Chord	3/4	4	1	1/16		1/16	1	2241										639		
104	104	1245/4	1245/4	0.25	9/16	9/16	Chord	3/4	4	1	1/16		1/16	1	2242										639		
104	104	623/2	623/2	0.25	5/8	5/8	Chord	3/4	4	1	1/16		1/16	1	2243										639		
104	104	1247/4	1247/4	0.25	11/16	11/16	Chord	3/4	4	1	1/16		1/16	1	2244												
105	105	312	312	0.0	0	0	Spanner	3/4	1	1	0																
105	105	312	312	0.0	0	0	Spanner	3/4	1	1	0															62	
105	105	312	312	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	2245										640	62	
105	105	625/2	625/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	2246										640	62	
105	105	313	313	0.0	1/4	1/4	Spanner	3/4	1	1	0														640		
105	105	313	313	0.0	1/4	1/4	Spanner	3/4	1	1	0														640		103
105	105	313	313	0.75	1/4	1/4	Chord	3/4	1	1	3/16		1/8	3/2	2247										640		103
105	105	1255/4	1255/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	2248												103
105	105	314	314	0.0	1/2	1/2	StaffText	3/4	1	1	0							cresc.									
105	105	314	314	0.0	1/2	1/2	Spanner	3/4	1	1	0																
105	105	314	314	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	2249												
105	105	629/2	629/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	2250												
105	105	312	312	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	2251												
105	105	625/2	625/2	0.0	1/8	1/8	Spanner	3/4	2	1	0															63	
105	105	625/2	625/2	1.0	1/8	1/8	Chord	3/4	2	1	1/4		1/4	1	2252											63	
105	105	627/2	627/2	0.0	3/8	3/8	Spanner	3/4	2	1	0																
105	105	627/2	627/2	0.0	3/8	3/8	Spanner	3/4	2	1	0																104
105	105	627/2	627/2	1.0	3/8	3/8	Chord	3/4	2	1	1/4		1/4	1	2253												104
105	105	629/2	629/2	0.0	5/8	5/8	StaffText	3/4	2	1	0							cresc.									
105	105	629/2	629/2	0.0	5/8	5/8	Spanner	3/4	2	1	0																
105	105	629/2	629/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	2254												
105	105	312	312	0.0	0	0	Spanner	3/4	3	1	0															64	
105	105	312	312	0.5	0	0	Chord	3/4	3	1	1/8		1/8	1	2255											64	
105	105	625/2	625/2	0.5	1/8	1/8	Chord	3/4	3	1	1/8		1/8	1	2256										641	64	
105	105	313	313	0.0	1/4	1/4	Spanner	3/4	3	1	0														641		
105	105	313	313	0.0	1/4	1/4	Spanner	3/4	3	1	0														641		105
105	105	313	313	0.75	1/4	1/4	Chord	3/4	3	1	3/16		1/8	3/2	2257										641		105
105	105	1255/4	1255/4	0.25	7/16	7/16	Chord	3/4	3	1	1/16		1/16	1	2258												105
105	105	314	314	0.0	1/2	1/2	StaffText	3/4	3	1	0							cresc.									
105	105	314	314	0.0	1/2	1/2	Spanner	3/4	3	1	0																
105	105	314	314	0.5	1/2	1/2	Chord	3/4	3	1	1/8		1/8	1	2259												
105	105	629/2	629/2	0.5	5/8	5/8	Chord	3/4	3	1	1/8		1/8	1	2260												
105	105	312	312	0.25	0	0	Chord	3/4	4	1	1/16		1/16	1	2261										642		
105	105	1249/4	1249/4	0.25	1/16	1/16	Chord	3/4	4	1	1/16		1/16	1	2262										642		
105	105	625/2	625/2	0.25	1/8	1/8	Chord	3/4	4	1	1/16		1/16	1	2263										642		
105	105	1251/4	1251/4	0.25	3/16	3/16	Chord	3/4	4	1	1/16		1/16	1	2264										642		
105	105	313	313	0.25	1/4	1/4	Chord	3/4	4	1	1/16		1/16	1	2265										642		
105	105	1253/4	1253/4	0.25	5/16	5/16	Chord	3/4	4	1	1/16		1/16	1	2266										642		
105	105	627/2	627/2	0.25	3/8	3/8	Chord	3/4	4	1	1/16		1/16	1	2267										642		
105	105	1255/4	1255/4	0.25	7/16	7/16	Chord	3/4	4	1	1/16		1/16	1	2268												
105	105	314	314	0.25	1/2	1/2	Chord	3/4	4	1	1/16		1/16	1	2269										643		
105	105	1257/4	1257/4	0.25	9/16	9/16	Chord	3/4	4	1	1/16		1/16	1	2270										643		
105	105	629/2	629/2	0.25	5/8	5/8	Chord	3/4	4	1	1/16		1/16	1	2271										643		
105	105	1259/4	1259/4	0.25	11/16	11/16	Chord	3/4	4	1	1/16		1/16	1	2272												
106	106	315	315	0.0	0	0	Dynamic	3/4	1	1	0					f											
106	106	315	315	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	2273												
106	106	316	316	0.25	1/4	1/4	Chord	3/4	1	1	1/16		1/16	1	2274												
106	106	1265/4	1265/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16		1/16	1	2275										644		
106	106	633/2	633/2	0.0	3/8	3/8	StaffText	3/4	1	1	0							dim.							644		
106	106	633/2	633/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16		1/16	1	2276										644		
106	106	1267/4	1267/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	2277										644		
106	106	317	317	0.25	1/2	1/2	Chord	3/4	1	1	1/16		1/16	1	2278										644		
106	106	1269/4	1269/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16		1/16	1	2279										644		
106	106	635/2	635/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	2280										644		
106	106	1271/4	1271/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	2281												
106	106	315	315	0.0	0	0	Dynamic	3/4	2	1	0					f											
106	106	315	315	0.0	0	0	Spanner	3/4	2	1	0																106
106	106	315	315	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	2282												106
106	106	316	316	0.0	1/4	1/4	Spanner	3/4	2	1	0																
106	106	316	316	0.25	1/4	1/4	Chord	3/4	2	1	1/16		1/16	1	2283												
106	106	315	315	0.0	0	0	Dynamic	3/4	3	1	0					f											
106	106	315	315	0.0	0	0	Spanner	3/4	3	1	0																107
106	106	315	315	1.0	0	0	Chord	3/4	3	1	1/4		1/4	1	2284												107
106	106	316	316	0.0	1/4	1/4	Spanner	3/4	3	1	0																
106	106	316	316	0.25	1/4	1/4	Chord	3/4	3	1	1/16		1/16	1	2285												
106	106	315	315	0.0	0	0	Dynamic	3/4	4	1	0					f											
106	106	315	315	0.0	0	0	Spanner	3/4	4	1	0																108
106	106	315	315	1.0	0	0	Chord	3/4	4	1	1/4		1/4	1	2286												108
106	106	316	316	0.0	1/4	1/4	Spanner	3/4	4	1	0																
106	106	316	316	0.25	1/4	1/4	Chord	3/4	4	1	1/16		1/16	1	2287												
107	107	318	318	0.25	0	0	Chord	3/4	1	1	1/16		1/16	1	2288										645		
107	107	1273/4	1273/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16		1/16	1	2289										645		
107	107	637/2	637/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16		1/16	1	2290										645		
107	107	1275/4	1275/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	2291										645		
107	107	319	319	0.0	1/4	1/4	StaffText	3/4	1	1	0							dim.							645		
107	107	319	319	0.25	1/4	1/4	Chord	3/4	1	1	1/16		1/16	1	2292										645		
107	107	1277/4	1277/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16		1/16	1	2293										645		
107	107	639/2	639/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16		1/16	1	2294										645		
107	107	1279/4	1279/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	2295										645		
107	107	320	320	0.25	1/2	1/2	Chord	3/4	1	1	1/16		1/16	1	2296										645		
107	107	1281/4	1281/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16		1/16	1	2297										645		
107	107	641/2	641/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	2298										645		
107	107	1283/4	1283/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	2299												
107	107	318	318	0.0	0	0	Dynamic	3/4	2	1	0					p											
107	107	318	318	0.75	0	0	Chord	3/4	2	1	3/16		1/8	3/2	2300										646		
107	107	1275/4	1275/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	2301												
107	107	319	319	0.0	1/4	1/4	StaffText	3/4	2	1	0							dim.									
107	107	319	319	2.0	1/4	1/4	Chord	3/4	2	1	1/2		1/2	1	2302												
107	107	318	318	0.0	0	0	Dynamic	3/4	3	1	0					p											
107	107	318	318	0.75	0	0	Chord	3/4	3	1	3/16		1/8	3/2	2303										647		
107	107	1275/4	1275/4	0.25	3/16	3/16	Chord	3/4	3	1	1/16		1/16	1	2304												
107	107	319	319	0.0	1/4	1/4	StaffText	3/4	3	1	0							dim.									
107	107	319	319	2.0	1/4	1/4	Chord	3/4	3	1	1/2		1/2	1	2305												
107	107	318	318	0.0	0	0	Dynamic	3/4	4	1	0					p											
107	107	318	318	0.75	0	0	Chord	3/4	4	1	3/16		1/8	3/2	2306										648		
107	107	1275/4	1275/4	0.25	3/16	3/16	Chord	3/4	4	1	1/16		1/16	1	2307												
107	107	319	319	0.0	1/4	1/4	StaffText	3/4	4	1	0							dim.									
107	107	319	319	2.0	1/4	1/4	Chord	3/4	4	1	1/2		1/2	1	2308												
108	108	321	321	0.25	0	0	Chord	3/4	1	1	1/16		1/16	1	2309										649		
108	108	1285/4	1285/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16		1/16	1	2310										649		
108	108	643/2	643/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16		1/16	1	2311										649		
108	108	1287/4	1287/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	2312										649		
108	108	322	322	0.25	1/4	1/4	Chord	3/4	1	1	1/16		1/16	1	2313										649		
108	108	1289/4	1289/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16		1/16	1	2314										649		
108	108	645/2	645/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16		1/16	1	2315										649		
108	108	1291/4	1291/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	2316										649		
108	108	323	323	0.25	1/2	1/2	Chord	3/4	1	1	1/16		1/16	1	2317										649		
108	108	1293/4	1293/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16		1/16	1	2318										649		
108	108	647/2	647/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	2319										649		
108	108	1295/4	1295/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	2320												
108	108	321	321	0.75	0	0	Chord	3/4	2	1	3/16		1/8	3/2	2321										650		
108	108	1287/4	1287/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	2322												
108	108	322	322	2.0	1/4	1/4	Chord	3/4	2	1	1/2		1/2	1	2323												
108	108	321	321	0.75	0	0	Chord	3/4	3	1	3/16		1/8	3/2	2324										651		
108	108	1287/4	1287/4	0.25	3/16	3/16	Chord	3/4	3	1	1/16		1/16	1	2325												
108	108	322	322	2.0	1/4	1/4	Chord	3/4	3	1	1/2		1/2	1	2326												
108	108	321	321	0.75	0	0	Chord	3/4	4	1	3/16		1/8	3/2	2327										652		
108	108	1287/4	1287/4	0.25	3/16	3/16	Chord	3/4	4	1	1/16		1/16	1	2328												
108	108	322	322	2.0	1/4	1/4	Chord	3/4	4	1	1/2		1/2	1	2329												
109	109	324	324	0.0	0	0	Dynamic	3/4	1	1	0					p											
109	109	324	324	0.25	0	0	Chord	3/4	1	1	1/16		1/16	1	2330										653		
109	109	1297/4	1297/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16		1/16	1	2331										653		
109	109	649/2	649/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16		1/16	1	2332										653		
109	109	1299/4	1299/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	2333										653		
109	109	325	325	0.25	1/4	1/4	Chord	3/4	1	1	1/16		1/16	1	2334										653		
109	109	1301/4	1301/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16		1/16	1	2335										653		
109	109	651/2	651/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16		1/16	1	2336										653		
109	109	1303/4	1303/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	2337										653		
109	109	326	326	0.25	1/2	1/2	Chord	3/4	1	1	1/16		1/16	1	2338										653		
109	109	1305/4	1305/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16		1/16	1	2339										653		
109	109	653/2	653/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	2340										653		
109	109	1307/4	1307/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	2341												
109	109	324	324	0.0	0	0	Dynamic	3/4	2	1	0					p											
109	109	324	324	2.0	0	0	Chord	3/4	2	1	1/2		1/2	1	2342										654		
109	109	326	326	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	2343										654		
109	109	324	324	0.0	0	0	Dynamic	3/4	3	1	0					p											
109	109	324	324	2.0	0	0	Chord	3/4	3	1	1/2		1/2	1	2344										655		
109	109	326	326	1.0	1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	2345												
109	109	324	324	0.0	0	0	Dynamic	3/4	4	1	0					p											
109	109	324	324	2.0	0	0	Chord	3/4	4	1	1/2		1/2	1	2346										656		
109	109	326	326	1.0	1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	2347										656		
110	110	327	327	0.25	0	0	Chord	3/4	1	1	1/16		1/16	1	2348										657		
110	110	1309/4	1309/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16		1/16	1	2349										657		
110	110	655/2	655/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16		1/16	1	2350										657		
110	110	1311/4	1311/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	2351										657		
110	110	328	328	0.25	1/4	1/4	Chord	3/4	1	1	1/16		1/16	1	2352										657		
110	110	1313/4	1313/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16		1/16	1	2353										657		
110	110	657/2	657/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16		1/16	1	2354										657		
110	110	1315/4	1315/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	2355										657		
110	110	329	329	0.25	1/2	1/2	Chord	3/4	1	1	1/16		1/16	1	2356										657		
110	110	1317/4	1317/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16		1/16	1	2357										657		
110	110	659/2	659/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	2358										657		
110	110	1319/4	1319/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	2359										657		
110	110	327	327	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	2360												
110	110	1317/4	1317/4	0.0	9/16	9/16	Spanner	3/4	2	1	0															65	
110	110	1317/4	1317/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16		1/16	1	2361										658	65	
110	110	659/2	659/2	0.25	5/8	5/8	Chord	3/4	2	1	1/16		1/16	1	2362										658	65	
110	110	1319/4	1319/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16		1/16	1	2363										658	65	
110	110	327	327	1.0	0	0	Chord	3/4	3	1	1/4		1/4	1	2364												
110	110	329	329	1.0	1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	2365												
110	110	327	327	1.0	0	0	Chord	3/4	4	1	1/4		1/4	1	2366												
110	110	329	329	1.0	1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	2367										659		
111	111	330	330	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	2368												
111	111	332	332	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	2369												
111	111	330	330	0.0	0	0	Spanner	3/4	2	1	0														658		
111	111	330	330	0.0	0	0	Spanner	3/4	2	1	0														658		109
111	111	330	330	0.25	0	0	Chord	3/4	2	1	1/16		1/16	1	2370										658		109
111	111	1321/4	1321/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16		1/16	1	2371										658		109
111	111	661/2	661/2	0.25	1/8	1/8	Chord	3/4	2	1	1/16		1/16	1	2372										658		109
111	111	1323/4	1323/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	2373										658		109
111	111	331	331	0.25	1/4	1/4	Chord	3/4	2	1	1/16		1/16	1	2374										658		109
111	111	1325/4	1325/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16		1/16	1	2375										658		109
111	111	663/2	663/2	0.25	3/8	3/8	Chord	3/4	2	1	1/16		1/16	1	2376										658		109
111	111	1327/4	1327/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16		1/16	1	2377												109
111	111	332	332	0.0	1/2	1/2	Spanner	3/4	2	1	0																
111	111	332	332	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	2378										660		
111	111	330	330	1.0	0	0	Chord	3/4	3	1	1/4		1/4	1	2379												
111	111	1325/4	1325/4	0.0	5/16	5/16	Spanner	3/4	3	1	0															66	
111	111	1325/4	1325/4	0.25	5/16	5/16	Chord	3/4	3	1	1/16		1/16	1	2380										661	66	
111	111	663/2	663/2	0.25	3/8	3/8	Chord	3/4	3	1	1/16		1/16	1	2381										661	66	
111	111	1327/4	1327/4	0.25	7/16	7/16	Chord	3/4	3	1	1/16		1/16	1	2382										661	66	
111	111	332	332	0.0	1/2	1/2	Spanner	3/4	3	1	0														661		
111	111	332	332	0.0	1/2	1/2	Spanner	3/4	3	1	0														661		110
111	111	332	332	0.25	1/2	1/2	Chord	3/4	3	1	1/16		1/16	1	2383										661		110
111	111	1329/4	1329/4	0.25	9/16	9/16	Chord	3/4	3	1	1/16		1/16	1	2384										661		110
111	111	665/2	665/2	0.25	5/8	5/8	Chord	3/4	3	1	1/16		1/16	1	2385										661		110
111	111	1331/4	1331/4	0.25	11/16	11/16	Chord	3/4	3	1	1/16		1/16	1	2386												110
111	111	330	330	1.0	0	0	Chord	3/4	4	1	1/4		1/4	1	2387												
111	111	332	332	1.0	1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	2388										662		
112	112	333	333	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	2389												
112	112	333	333	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	2390												
