mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	tremolo	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	diminuendo_line	crescendo_line	crescendo_hairpin	decrescendo_hairpin
34	34	265/4	265/4	0.25	1/16	1/16	Chord	2/4	4	1	1/16			1/16	1	258									86	7			
34	34	133/2	133/2	0.25	1/8	1/8	Chord	2/4	4	1	1/16			1/16	1	259									86	7			
34	34	267/4	267/4	0.25	3/16	3/16	Chord	2/4	4	1	1/16			1/16	1	260										7			
35	35	68	68	0.0	0	0	Spanner	2/4	1	1	0																		
35	35	139/2	139/2	0.0	3/8	3/8	Dynamic	2/4	1	1	0						p												
35	35	139/2	139/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8			1/8	1	261													
35	35	68	68	0.0	0	0	Spanner	2/4	2	1	0																		
35	35	68	68	0.0	0	0	Spanner	2/4	3	1	0																		
35	35	273/4	273/4	0.0	1/16	1/16	Dynamic	2/4	3	1	0						p												
35	35	273/4	273/4	0.25	1/16	1/16	Chord	2/4	3	1	1/16			1/16	1	262									87				
35	35	137/2	137/2	0.25	1/8	1/8	Chord	2/4	3	1	1/16			1/16	1	263									87				
35	35	275/4	275/4	0.25	3/16	3/16	Chord	2/4	3	1	1/16			1/16	1	264									87				
35	35	69	69	0.25	1/4	1/4	Chord	2/4	3	1	1/16			1/16	1	265									87				
35	35	277/4	277/4	0.25	5/16	5/16	Chord	2/4	3	1	1/16			1/16	1	266									87				
35	35	139/2	139/2	0.25	3/8	3/8	Chord	2/4	3	1	1/16			1/16	1	267									87				
35	35	279/4	279/4	0.25	7/16	7/16	Chord	2/4	3	1	1/16			1/16	1	268									87				
35	35	68	68	0.0	0	0	Dynamic	2/4	4	1	0						p												
35	35	68	68	0.0	0	0	Spanner	2/4	4	1	0																		
35	35	68	68	1.0	0	0	Chord	2/4	4	1	1/4			1/4	1	269									88				
35	35	69	69	1.0	1/4	1/4	Chord	2/4	4	1	1/4			1/4	1	270									88				
36	36	70	70	0.5	0	0	Chord	2/4	1	1	1/8			1/8	1	271									89				
36	36	141/2	141/2	1.0	1/8	1/8	Chord	2/4	1	1	1/4			1/4	1	272													
36	36	143/2	143/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8			1/8	1	273													
36	36	70	70	0.25	0	0	Chord	2/4	3	1	1/16			1/16	1	274									87				
36	36	281/4	281/4	0.25	1/16	1/16	Chord	2/4	3	1	1/16			1/16	1	275									87				
36	36	141/2	141/2	0.25	1/8	1/8	Chord	2/4	3	1	1/16			1/16	1	276									87				
36	36	283/4	283/4	0.25	3/16	3/16	Chord	2/4	3	1	1/16			1/16	1	277									87				
36	36	71	71	0.25	1/4	1/4	Chord	2/4	3	1	1/16			1/16	1	278									87				
36	36	285/4	285/4	0.25	5/16	5/16	Chord	2/4	3	1	1/16			1/16	1	279									87				
36	36	143/2	143/2	0.25	3/8	3/8	Chord	2/4	3	1	1/16			1/16	1	280									87				
36	36	287/4	287/4	0.25	7/16	7/16	Chord	2/4	3	1	1/16			1/16	1	281													
36	36	70	70	1.0	0	0	Chord	2/4	4	1	1/4			1/4	1	282									88				
36	36	71	71	1.0	1/4	1/4	Chord	2/4	4	1	1/4			1/4	1	283													
37	37	72	72	0.0	0	0	Dynamic	2/4	1	1	0						f												
37	37	72	72	2.0	0	0	Chord	2/4	1	1	1/2			1/2	1	284													
37	37	72	72	0.0	0	0	Dynamic	2/4	2	1	0						f												
37	37	72	72	2.0	0	0	Chord	2/4	2	1	1/2			1/2	1	285													
37	37	72	72	0.0	0	0	Dynamic	2/4	3	1	0						f												
37	37	72	72	2.0	0	0	Chord	2/4	3	1	1/2			1/2	1	286													
37	37	72	72	0.0	0	0	Dynamic	2/4	4	1	0						f												
37	37	72	72	2.0	0	0	Chord	2/4	4	1	1/2		c16	1/2	1	287									90				
37	37	72	72	2.0	0	0	Chord	2/4	4	1	1/2			1/2	1	288									90				
38	38	74	74	0.0	0	0	Dynamic	2/4	1	1	0						sf												
38	38	74	74	2.0	0	0	Chord	2/4	1	1	1/2		c16	1/2	1	289									91				
38	38	74	74	2.0	0	0	Chord	2/4	1	1	1/2			1/2	1	290									91				
38	38	74	74	0.0	0	0	Dynamic	2/4	2	1	0						sf												
38	38	74	74	2.0	0	0	Chord	2/4	2	1	1/2		c16	1/2	1	291									92				
38	38	74	74	2.0	0	0	Chord	2/4	2	1	1/2			1/2	1	292									92				
38	38	74	74	0.0	0	0	Dynamic	2/4	3	1	0						sf												
38	38	74	74	2.0	0	0	Chord	2/4	3	1	1/2		c16	1/2	1	293									93				
38	38	74	74	2.0	0	0	Chord	2/4	3	1	1/2			1/2	1	294									93				
39	39	155/2	155/2	0.0	3/8	3/8	Dynamic	2/4	1	1	0						p												
39	39	155/2	155/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8			1/8	1	295													
39	39	305/4	305/4	0.0	1/16	1/16	Dynamic	2/4	3	1	0						p												
39	39	305/4	305/4	0.25	1/16	1/16	Chord	2/4	3	1	1/16			1/16	1	296									94				
39	39	153/2	153/2	0.25	1/8	1/8	Chord	2/4	3	1	1/16			1/16	1	297									94				
39	39	307/4	307/4	0.25	3/16	3/16	Chord	2/4	3	1	1/16			1/16	1	298									94				
39	39	77	77	0.25	1/4	1/4	Chord	2/4	3	1	1/16			1/16	1	299									94				
39	39	309/4	309/4	0.25	5/16	5/16	Chord	2/4	3	1	1/16			1/16	1	300									94				
39	39	155/2	155/2	0.25	3/8	3/8	Chord	2/4	3	1	1/16			1/16	1	301									94				
39	39	311/4	311/4	0.25	7/16	7/16	Chord	2/4	3	1	1/16			1/16	1	302									94				
39	39	76	76	0.0	0	0	Dynamic	2/4	4	1	0						p												
39	39	76	76	1.0	0	0	Chord	2/4	4	1	1/4			1/4	1	303									95				
39	39	77	77	1.0	1/4	1/4	Chord	2/4	4	1	1/4			1/4	1	304									95				
40	40	78	78	0.5	0	0	Chord	2/4	1	1	1/8			1/8	1	305									96				
40	40	157/2	157/2	1.0	1/8	1/8	Chord	2/4	1	1	1/4			1/4	1	306													
40	40	159/2	159/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8			1/8	1	307													
40	40	78	78	0.25	0	0	Chord	2/4	3	1	1/16			1/16	1	308									94				
40	40	313/4	313/4	0.25	1/16	1/16	Chord	2/4	3	1	1/16			1/16	1	309									94				
40	40	157/2	157/2	0.25	1/8	1/8	Chord	2/4	3	1	1/16			1/16	1	310									94				
40	40	315/4	315/4	0.25	3/16	3/16	Chord	2/4	3	1	1/16			1/16	1	311									94				
40	40	79	79	0.25	1/4	1/4	Chord	2/4	3	1	1/16			1/16	1	312									94				
40	40	317/4	317/4	0.25	5/16	5/16	Chord	2/4	3	1	1/16			1/16	1	313									94				
40	40	159/2	159/2	0.25	3/8	3/8	Chord	2/4	3	1	1/16			1/16	1	314									94				
40	40	319/4	319/4	0.25	7/16	7/16	Chord	2/4	3	1	1/16			1/16	1	315													
40	40	78	78	1.0	0	0	Chord	2/4	4	1	1/4			1/4	1	316									95				
40	40	79	79	1.0	1/4	1/4	Chord	2/4	4	1	1/4			1/4	1	317													
41	41	80	80	0.0	0	0	Dynamic	2/4	1	1	0						f												
41	41	80	80	1.0	0	0	Chord	2/4	1	1	1/4			1/4	1	318													
41	41	81	81	0.25	1/4	1/4	Chord	2/4	1	1	1/16			1/16	1	319									97				
41	41	325/4	325/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16			1/16	1	320									97				
41	41	163/2	163/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16			1/16	1	321									97				
41	41	327/4	327/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16			1/16	1	322													
41	41	80	80	0.0	0	0	Dynamic	2/4	2	1	0						f												
41	41	80	80	1.0	0	0	Chord	2/4	2	1	1/4			1/4	1	323													
41	41	81	81	0.25	1/4	1/4	Chord	2/4	2	1	1/16			1/16	1	324									98				
41	41	325/4	325/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16			1/16	1	325									98				
41	41	163/2	163/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16			1/16	1	326									98				
41	41	327/4	327/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16			1/16	1	327													
41	41	80	80	0.0	0	0	Dynamic	2/4	3	1	0						f												
41	41	80	80	0.25	0	0	Chord	2/4	3	1	1/16			1/16	1	328									99				
41	41	321/4	321/4	0.25	1/16	1/16	Chord	2/4	3	1	1/16			1/16	1	329									99				
41	41	161/2	161/2	0.25	1/8	1/8	Chord	2/4	3	1	1/16			1/16	1	330									99				
41	41	323/4	323/4	0.25	3/16	3/16	Chord	2/4	3	1	1/16			1/16	1	331													
41	41	80	80	0.0	0	0	Dynamic	2/4	4	1	0						f												
41	41	80	80	0.25	0	0	Chord	2/4	4	1	1/16			1/16	1	332									100				
41	41	321/4	321/4	0.25	1/16	1/16	Chord	2/4	4	1	1/16			1/16	1	333									100				
41	41	161/2	161/2	0.25	1/8	1/8	Chord	2/4	4	1	1/16			1/16	1	334									100				
41	41	323/4	323/4	0.25	3/16	3/16	Chord	2/4	4	1	1/16			1/16	1	335													
42	42	83	83	0.0	1/4	1/4	Dynamic	2/4	1	1	0						f												
42	42	83	83	0.25	1/4	1/4	Chord	2/4	1	1	1/16			1/16	1	336									101				
42	42	333/4	333/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16			1/16	1	337									101				
42	42	167/2	167/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16			1/16	1	338									101				
42	42	335/4	335/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16			1/16	1	339													
42	42	83	83	0.0	1/4	1/4	Dynamic	2/4	2	1	0						f												
42	42	83	83	0.25	1/4	1/4	Chord	2/4	2	1	1/16			1/16	1	340									102				
42	42	333/4	333/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16			1/16	1	341									102				
42	42	167/2	167/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16			1/16	1	342									102				
42	42	335/4	335/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16			1/16	1	343													
42	42	82	82	0.0	0	0	Dynamic	2/4	3	1	0						f												
42	42	82	82	0.25	0	0	Chord	2/4	3	1	1/16			1/16	1	344									103				
42	42	329/4	329/4	0.25	1/16	1/16	Chord	2/4	3	1	1/16			1/16	1	345									103				
42	42	165/2	165/2	0.25	1/8	1/8	Chord	2/4	3	1	1/16			1/16	1	346									103				
42	42	331/4	331/4	0.25	3/16	3/16	Chord	2/4	3	1	1/16			1/16	1	347													
42	42	82	82	0.0	0	0	Dynamic	2/4	4	1	0						f												
42	42	82	82	0.25	0	0	Chord	2/4	4	1	1/16			1/16	1	348									104				
42	42	329/4	329/4	0.25	1/16	1/16	Chord	2/4	4	1	1/16			1/16	1	349									104				
42	42	165/2	165/2	0.25	1/8	1/8	Chord	2/4	4	1	1/16			1/16	1	350									104				
42	42	331/4	331/4	0.25	3/16	3/16	Chord	2/4	4	1	1/16			1/16	1	351													
43	43	85	85	0.0	1/4	1/4	Dynamic	2/4	1	1	0						f												
43	43	85	85	0.25	1/4	1/4	Chord	2/4	1	1	1/16			1/16	1	352									105				
43	43	341/4	341/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16			1/16	1	353									105				
43	43	171/2	171/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16			1/16	1	354									105				
43	43	343/4	343/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16			1/16	1	355													
43	43	85	85	0.0	1/4	1/4	Dynamic	2/4	2	1	0						f												
43	43	85	85	0.25	1/4	1/4	Chord	2/4	2	1	1/16			1/16	1	356									106				
43	43	341/4	341/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16			1/16	1	357									106				
43	43	171/2	171/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16			1/16	1	358									106				
43	43	343/4	343/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16			1/16	1	359													
43	43	84	84	0.0	0	0	Dynamic	2/4	3	1	0						f												
43	43	84	84	0.25	0	0	Chord	2/4	3	1	1/16			1/16	1	360									107				
43	43	337/4	337/4	0.25	1/16	1/16	Chord	2/4	3	1	1/16			1/16	1	361									107				
43	43	169/2	169/2	0.25	1/8	1/8	Chord	2/4	3	1	1/16			1/16	1	362									107				
43	43	339/4	339/4	0.25	3/16	3/16	Chord	2/4	3	1	1/16			1/16	1	363													
43	43	84	84	0.0	0	0	Dynamic	2/4	4	1	0						f												
43	43	84	84	0.25	0	0	Chord	2/4	4	1	1/16			1/16	1	364									108				
43	43	337/4	337/4	0.25	1/16	1/16	Chord	2/4	4	1	1/16			1/16	1	365									108				
43	43	169/2	169/2	0.25	1/8	1/8	Chord	2/4	4	1	1/16			1/16	1	366									108				
43	43	339/4	339/4	0.25	3/16	3/16	Chord	2/4	4	1	1/16			1/16	1	367													
44	44	87	87	0.0	1/4	1/4	Dynamic	2/4	1	1	0						f												
44	44	87	87	0.25	1/4	1/4	Chord	2/4	1	1	1/16			1/16	1	368									109				
44	44	349/4	349/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16			1/16	1	369									109				
44	44	175/2	175/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16			1/16	1	370									109				
44	44	351/4	351/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16			1/16	1	371													
44	44	87	87	0.0	1/4	1/4	Dynamic	2/4	2	1	0						f												
44	44	87	87	0.25	1/4	1/4	Chord	2/4	2	1	1/16			1/16	1	372									110				
44	44	349/4	349/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16			1/16	1	373									110				
44	44	175/2	175/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16			1/16	1	374									110				
44	44	351/4	351/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16			1/16	1	375													
44	44	86	86	0.0	0	0	Dynamic	2/4	3	1	0						f												
44	44	86	86	0.25	0	0	Chord	2/4	3	1	1/16			1/16	1	376									111				
44	44	345/4	345/4	0.25	1/16	1/16	Chord	2/4	3	1	1/16			1/16	1	377									111				
44	44	173/2	173/2	0.25	1/8	1/8	Chord	2/4	3	1	1/16			1/16	1	378									111				
44	44	347/4	347/4	0.25	3/16	3/16	Chord	2/4	3	1	1/16			1/16	1	379													
44	44	86	86	0.0	0	0	Dynamic	2/4	4	1	0						f												
44	44	86	86	0.25	0	0	Chord	2/4	4	1	1/16			1/16	1	380									112				
44	44	345/4	345/4	0.25	1/16	1/16	Chord	2/4	4	1	1/16			1/16	1	381									112				
44	44	173/2	173/2	0.25	1/8	1/8	Chord	2/4	4	1	1/16			1/16	1	382									112				
44	44	347/4	347/4	0.25	3/16	3/16	Chord	2/4	4	1	1/16			1/16	1	383													
45	45	89	89	0.0	1/4	1/4	Spanner	2/4	1	1	0															8			
45	45	89	89	0.25	1/4	1/4	Chord	2/4	1	1	1/16			1/16	1	384									113	8			
45	45	357/4	357/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16			1/16	1	385									113	8			
45	45	179/2	179/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16			1/16	1	386									113	8			
45	45	359/4	359/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16			1/16	1	387										8			
45	45	89	89	0.0	1/4	1/4	Spanner	2/4	2	1	0															9			
45	45	89	89	0.25	1/4	1/4	Chord	2/4	2	1	1/16			1/16	1	388									114	9			
45	45	357/4	357/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16			1/16	1	389									114	9			
45	45	179/2	179/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16			1/16	1	390									114	9			
45	45	359/4	359/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16			1/16	1	391										9			
45	45	88	88	0.0	0	0	Spanner	2/4	3	1	0															10			
45	45	88	88	0.25	0	0	Chord	2/4	3	1	1/16			1/16	1	392									115	10			
45	45	353/4	353/4	0.25	1/16	1/16	Chord	2/4	3	1	1/16			1/16	1	393									115	10			
45	45	177/2	177/2	0.25	1/8	1/8	Chord	2/4	3	1	1/16			1/16	1	394									115	10			
45	45	355/4	355/4	0.25	3/16	3/16	Chord	2/4	3	1	1/16			1/16	1	395										10			
45	45	88	88	0.0	0	0	Spanner	2/4	4	1	0															11			
45	45	88	88	0.25	0	0	Chord	2/4	4	1	1/16			1/16	1	396									116	11			
45	45	353/4	353/4	0.25	1/16	1/16	Chord	2/4	4	1	1/16			1/16	1	397									116	11			
45	45	177/2	177/2	0.25	1/8	1/8	Chord	2/4	4	1	1/16			1/16	1	398									116	11			
45	45	355/4	355/4	0.25	3/16	3/16	Chord	2/4	4	1	1/16			1/16	1	399										11			
46	46	91	91	0.25	1/4	1/4	Chord	2/4	1	1	1/16			1/16	1	400									117	8			
46	46	365/4	365/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16			1/16	1	401									117	8			
46	46	183/2	183/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16			1/16	1	402									117	8			
46	46	367/4	367/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16			1/16	1	403										8			
46	46	91	91	0.25	1/4	1/4	Chord	2/4	2	1	1/16			1/16	1	404									118	9			
46	46	365/4	365/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16			1/16	1	405									118	9			
46	46	183/2	183/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16			1/16	1	406									118	9			
46	46	367/4	367/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16			1/16	1	407										9			
46	46	90	90	0.25	0	0	Chord	2/4	3	1	1/16			1/16	1	408									119	10			
46	46	361/4	361/4	0.25	1/16	1/16	Chord	2/4	3	1	1/16			1/16	1	409									119	10			
46	46	181/2	181/2	0.25	1/8	1/8	Chord	2/4	3	1	1/16			1/16	1	410									119	10			
46	46	363/4	363/4	0.25	3/16	3/16	Chord	2/4	3	1	1/16			1/16	1	411										10			
46	46	90	90	0.25	0	0	Chord	2/4	4	1	1/16			1/16	1	412									120	11			
46	46	361/4	361/4	0.25	1/16	1/16	Chord	2/4	4	1	1/16			1/16	1	413									120	11			
46	46	181/2	181/2	0.25	1/8	1/8	Chord	2/4	4	1	1/16			1/16	1	414									120	11			
46	46	363/4	363/4	0.25	3/16	3/16	Chord	2/4	4	1	1/16			1/16	1	415										11			
47	47	93	93	0.25	1/4	1/4	Chord	2/4	1	1	1/16			1/16	1	416									121	8			
47	47	373/4	373/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16			1/16	1	417									121	8			
47	47	187/2	187/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16			1/16	1	418									121	8			
47	47	375/4	375/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16			1/16	1	419										8			
47	47	93	93	1.0	1/4	1/4	Chord	2/4	2	1	1/4			1/4	1	420										9			
47	47	92	92	0.25	0	0	Chord	2/4	3	1	1/16			1/16	1	421									122	10			
47	47	369/4	369/4	0.25	1/16	1/16	Chord	2/4	3	1	1/16			1/16	1	422									122	10			
47	47	185/2	185/2	0.25	1/8	1/8	Chord	2/4	3	1	1/16			1/16	1	423									122	10			
47	47	371/4	371/4	0.25	3/16	3/16	Chord	2/4	3	1	1/16			1/16	1	424										10			
47	47	92	92	1.0	0	0	Chord	2/4	4	1	1/4			1/4	1	425										11			
48	48	95	95	0.0	1/4	1/4	Dynamic	2/4	1	1	0						p												
48	48	95	95	0.0	1/4	1/4	Spanner	2/4	1	1	0																		
48	48	95	95	0.25	1/4	1/4	Chord	2/4	1	1	1/16			1/16	1	426									123				
48	48	381/4	381/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16			1/16	1	427									123				
48	48	191/2	191/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16			1/16	1	428									123				
48	48	383/4	383/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16			1/16	1	429													
48	48	95	95	0.0	1/4	1/4	Dynamic	2/4	2	1	0						p												
48	48	95	95	0.0	1/4	1/4	Spanner	2/4	2	1	0																		
48	48	95	95	1.0	1/4	1/4	Chord	2/4	2	1	1/4			1/4	1	430													
48	48	94	94	0.0	0	0	Dynamic	2/4	3	1	0						p												
48	48	94	94	0.0	0	0	Spanner	2/4	3	1	0																		
48	48	94	94	0.25	0	0	Chord	2/4	3	1	1/16			1/16	1	431									124				
48	48	377/4	377/4	0.25	1/16	1/16	Chord	2/4	3	1	1/16			1/16	1	432									124				
48	48	189/2	189/2	0.25	1/8	1/8	Chord	2/4	3	1	1/16			1/16	1	433									124				
48	48	379/4	379/4	0.25	3/16	3/16	Chord	2/4	3	1	1/16			1/16	1	434													
48	48	94	94	0.0	0	0	Dynamic	2/4	4	1	0						p												
48	48	94	94	0.0	0	0	Spanner	2/4	4	1	0																		
48	48	94	94	1.0	0	0	Chord	2/4	4	1	1/4			1/4	1	435													
49	49	193/2	193/2	0.0	1/8	1/8	Spanner	2/4	1	1	0																	1	
49	49	193/2	193/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8			1/8	1	436									125			1	
49	49	97	97	0.5	1/4	1/4	Chord	2/4	1	1	1/8			1/8	1	437									125			1	
49	49	195/2	195/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8			1/8	1	438									125			1	
49	49	96	96	2.0	0	0	Chord	2/4	4	1	1/2			1/2	1	439													
50	50	98	98	0.5	0	0	Chord	2/4	1	1	1/8			1/8	1	440									125			1	
50	50	197/2	197/2	0.0	1/8	1/8	Spanner	2/4	1	1	0														125				
50	50	197/2	197/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8			1/8	1	441									125				
50	50	99	99	0.5	1/4	1/4	Chord	2/4	1	1	1/8			1/8	1	442									125				
50	50	199/2	199/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8			1/8	1	443													
50	50	98	98	2.0	0	0	Chord	2/4	4	1	1/2			1/2	1	444													
51	51	100	100	2.0	0	0	Chord	2/4	1	1	1/2			1/2	1	445									126				
51	51	201/2	201/2	0.0	1/8	1/8	Spanner	2/4	2	1	0																	2	
51	51	201/2	201/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8			1/8	1	446									127			2	
51	51	101	101	0.5	1/4	1/4	Chord	2/4	2	1	1/8			1/8	1	447									127			2	
51	51	203/2	203/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8			1/8	1	448									127			2	
51	51	201/2	201/2	0.0	1/8	1/8	Spanner	2/4	3	1	0																	3	
51	51	201/2	201/2	0.5	1/8	1/8	Chord	2/4	3	1	1/8			1/8	1	449									128			3	
51	51	101	101	0.5	1/4	1/4	Chord	2/4	3	1	1/8			1/8	1	450									128			3	
51	51	203/2	203/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8			1/8	1	451									128			3	
51	51	100	100	2.0	0	0	Chord	2/4	4	1	1/2			1/2	1	452													
52	52	102	102	2.0	0	0	Chord	2/4	1	1	1/2			1/2	1	453													
52	52	102	102	0.5	0	0	Chord	2/4	2	1	1/8			1/8	1	454									127			2	
52	52	205/2	205/2	0.0	1/8	1/8	Spanner	2/4	2	1	0														127				
52	52	205/2	205/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8			1/8	1	455									127				
52	52	103	103	0.5	1/4	1/4	Chord	2/4	2	1	1/8			1/8	1	456									127				
52	52	207/2	207/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8			1/8	1	457													
52	52	102	102	0.5	0	0	Chord	2/4	3	1	1/8			1/8	1	458									128			3	
52	52	205/2	205/2	0.0	1/8	1/8	Spanner	2/4	3	1	0														128				
52	52	205/2	205/2	0.5	1/8	1/8	Chord	2/4	3	1	1/8			1/8	1	459									128				
52	52	103	103	0.5	1/4	1/4	Chord	2/4	3	1	1/8			1/8	1	460									128				
52	52	207/2	207/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8			1/8	1	461													
52	52	102	102	2.0	0	0	Chord	2/4	4	1	1/2			1/2	1	462													
53	53	209/2	209/2	0.0	1/8	1/8	Spanner	2/4	1	1	0																12		
53	53	209/2	209/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8			1/8	1	463									129		12		
53	53	105	105	0.5	1/4	1/4	Chord	2/4	1	1	1/8			1/8	1	464									129		12		
53	53	211/2	211/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8			1/8	1	465									129		12		
53	53	104	104	2.0	0	0	Chord	2/4	2	1	1/2			1/2	1	466									130				
53	53	104	104	2.0	0	0	Chord	2/4	3	1	1/2			1/2	1	467									131				
53	53	104	104	0.0	0	0	Spanner	2/4	4	1	0																13		
53	53	104	104	2.0	0	0	Chord	2/4	4	1	1/2			1/2	1	468											13		
54	54	106	106	0.5	0	0	Chord	2/4	1	1	1/8			1/8	1	469									129		12		
54	54	213/2	213/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8			1/8	1	470									129		12		
54	54	107	107	0.5	1/4	1/4	Chord	2/4	1	1	1/8			1/8	1	471									129		12		
54	54	215/2	215/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8			1/8	1	472											12		
54	54	106	106	2.0	0	0	Chord	2/4	2	1	1/2			1/2	1	473													
54	54	106	106	2.0	0	0	Chord	2/4	3	1	1/2			1/2	1	474													
54	54	106	106	2.0	0	0	Chord	2/4	4	1	1/2			1/2	1	475											13		
55	55	108	108	2.0	0	0	Chord	2/4	1	1	1/2			1/2	1	476									132		12		
55	55	217/2	217/2	0.0	1/8	1/8	Spanner	2/4	2	1	0																14		
55	55	217/2	217/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8			1/8	1	477									133		14		
55	55	109	109	0.5	1/4	1/4	Chord	2/4	2	1	1/8			1/8	1	478									133		14		
55	55	219/2	219/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8			1/8	1	479									133		14		
55	55	217/2	217/2	0.0	1/8	1/8	Spanner	2/4	3	1	0																15		
55	55	217/2	217/2	0.5	1/8	1/8	Chord	2/4	3	1	1/8			1/8	1	480									134		15		
55	55	109	109	0.5	1/4	1/4	Chord	2/4	3	1	1/8			1/8	1	481									134		15		
55	55	219/2	219/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8			1/8	1	482									134		15		
55	55	108	108	2.0	0	0	Chord	2/4	4	1	1/2			1/2	1	483											13		
56	56	110	110	2.0	0	0	Chord	2/4	1	1	1/2			1/2	1	484											12		
56	56	110	110	0.5	0	0	Chord	2/4	2	1	1/8			1/8	1	485									133		14		
56	56	221/2	221/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8			1/8	1	486									133		14		
56	56	111	111	0.5	1/4	1/4	Chord	2/4	2	1	1/8			1/8	1	487									133		14		
56	56	223/2	223/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8			1/8	1	488											14		
56	56	110	110	0.5	0	0	Chord	2/4	3	1	1/8			1/8	1	489									134		15		
56	56	221/2	221/2	0.5	1/8	1/8	Chord	2/4	3	1	1/8			1/8	1	490									134		15		
56	56	111	111	0.5	1/4	1/4	Chord	2/4	3	1	1/8			1/8	1	491									134		15		
56	56	223/2	223/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8			1/8	1	492											15		
56	56	110	110	2.0	0	0	Chord	2/4	4	1	1/2			1/2	1	493											13		
57	57	225/2	225/2	0.0	1/8	1/8	Spanner	2/4	1	1	0																12, 16		
57	57	225/2	225/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8			1/8	1	494									135		12, 16		
57	57	113	113	0.5	1/4	1/4	Chord	2/4	1	1	1/8			1/8	1	495									135		12, 16		
57	57	227/2	227/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8			1/8	1	496									135		12, 16		
57	57	112	112	0.0	0	0	Spanner	2/4	2	1	0																14, 17		
57	57	112	112	2.0	0	0	Chord	2/4	2	1	1/2			1/2	1	497									136		14, 17		
