mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	tremolo	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	crescendo_hairpin	diminuendo_line	crescendo_line	decrescendo_hairpin	TextLine	TextLine_accelerando poco a poco
272	272	1086	1086	2.0	1/2	1/2	Chord	2/2	4	1	1/2		1/2	1	4017															
273	273	1088	1088	0.5	0	0	Chord	2/2	1	1	1/8		1/8	1	4018									625						
273	273	2177/2	2177/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8		1/8	1	4019															
273	273	1089	1089	0.5	1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	4020		articStaccatoAbove													
273	273	2179/2	2179/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	4021		articStaccatoAbove													
273	273	1090	1090	0.5	1/2	1/2	Chord	2/2	1	1	1/8		1/8	1	4022									626						
273	273	2181/2	2181/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8		1/8	1	4023															
273	273	1091	1091	0.5	3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	4024		articStaccatoBelow													
273	273	2183/2	2183/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	4025		articStaccatoBelow													
273	273	1088	1088	2.0	0	0	Chord	2/2	2	1	1/2		1/2	1	4026															
273	273	1090	1090	1.5	1/2	1/2	Chord	2/2	2	1	3/8		1/4	3/2	4027															
273	273	2183/2	2183/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	4028															
273	273	1088	1088	2.0	0	0	Chord	2/2	3	1	1/2		1/2	1	4029															
273	273	1090	1090	1.5	1/2	1/2	Chord	2/2	3	1	3/8		1/4	3/2	4030															
273	273	2183/2	2183/2	0.5	7/8	7/8	Chord	2/2	3	1	1/8		1/8	1	4031															
273	273	1088	1088	2.0	0	0	Chord	2/2	4	1	1/2		1/2	1	4032															
273	273	1090	1090	1.5	1/2	1/2	Chord	2/2	4	1	3/8		1/4	3/2	4033															
273	273	2183/2	2183/2	0.5	7/8	7/8	Chord	2/2	4	1	1/8		1/8	1	4034															
274	274	1092	1092	2.0	0	0	Chord	2/2	1	1	1/2		1/2	1	4035															
274	274	1094	1094	1.5	1/2	1/2	Chord	2/2	1	1	3/8		1/4	3/2	4036															
274	274	2191/2	2191/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	4037															
274	274	1092	1092	0.5	0	0	Chord	2/2	2	1	1/8		1/8	1	4038									627						
274	274	2185/2	2185/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8		1/8	1	4039															
274	274	1093	1093	0.5	1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	4040		articStaccatoBelow													
274	274	2187/2	2187/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	4041		articStaccatoBelow													
274	274	1094	1094	0.5	1/2	1/2	Chord	2/2	2	1	1/8		1/8	1	4042		articStaccatoBelow													
274	274	2189/2	2189/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8		1/8	1	4043		articStaccatoBelow													
274	274	1095	1095	0.5	3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	4044		articStaccatoBelow													
274	274	2191/2	2191/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	4045		articStaccatoBelow													
274	274	1092	1092	1.0	0	0	Chord	2/2	3	1	1/4		1/4	1	4046															
274	274	1093	1093	0.5	1/4	1/4	Chord	2/2	3	1	1/8		1/8	1	4047															
274	274	2187/2	2187/2	0.5	3/8	3/8	Chord	2/2	3	1	1/8		1/8	1	4048															
274	274	1094	1094	0.5	1/2	1/2	Chord	2/2	3	1	1/8		1/8	1	4049															
274	274	2189/2	2189/2	0.5	5/8	5/8	Chord	2/2	3	1	1/8		1/8	1	4050															
274	274	1095	1095	0.5	3/4	3/4	Chord	2/2	3	1	1/8		1/8	1	4051															
274	274	2191/2	2191/2	0.5	7/8	7/8	Chord	2/2	3	1	1/8		1/8	1	4052															
274	274	1092	1092	0.5	0	0	Chord	2/2	4	1	1/8		1/8	1	4053		articStaccatoAbove													
274	274	2185/2	2185/2	0.5	1/8	1/8	Chord	2/2	4	1	1/8		1/8	1	4054		articStaccatoAbove													
274	274	1093	1093	0.5	1/4	1/4	Chord	2/2	4	1	1/8		1/8	1	4055		articStaccatoAbove													
274	274	2187/2	2187/2	0.5	3/8	3/8	Chord	2/2	4	1	1/8		1/8	1	4056		articStaccatoAbove													
274	274	1094	1094	0.5	1/2	1/2	Chord	2/2	4	1	1/8		1/8	1	4057		articStaccatoBelow													
274	274	2189/2	2189/2	0.5	5/8	5/8	Chord	2/2	4	1	1/8		1/8	1	4058		articStaccatoBelow													
274	274	1095	1095	0.5	3/4	3/4	Chord	2/2	4	1	1/8		1/8	1	4059		articStaccatoBelow													
274	274	2191/2	2191/2	0.5	7/8	7/8	Chord	2/2	4	1	1/8		1/8	1	4060		articStaccatoBelow													
275	275	1096	1096	0.5	0	0	Chord	2/2	1	1	1/8		1/8	1	4061									628						
275	275	2193/2	2193/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8		1/8	1	4062															
275	275	1097	1097	0.5	1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	4063		articStaccatoAbove													
275	275	2195/2	2195/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	4064		articStaccatoAbove													
275	275	1098	1098	0.5	1/2	1/2	Chord	2/2	1	1	1/8		1/8	1	4065									629						
275	275	2197/2	2197/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8		1/8	1	4066															
275	275	1099	1099	0.5	3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	4067		articStaccatoAbove													
275	275	2199/2	2199/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	4068		articStaccatoAbove													
275	275	1096	1096	2.0	0	0	Chord	2/2	2	1	1/2		1/2	1	4069															
275	275	1098	1098	1.5	1/2	1/2	Chord	2/2	2	1	3/8		1/4	3/2	4070															
275	275	2199/2	2199/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	4071															
275	275	1096	1096	2.0	0	0	Chord	2/2	3	1	1/2		1/2	1	4072															
275	275	1098	1098	1.5	1/2	1/2	Chord	2/2	3	1	3/8		1/4	3/2	4073															
275	275	2199/2	2199/2	0.5	7/8	7/8	Chord	2/2	3	1	1/8		1/8	1	4074															
275	275	1096	1096	2.0	0	0	Chord	2/2	4	1	1/2		1/2	1	4075															
275	275	1098	1098	1.5	1/2	1/2	Chord	2/2	4	1	3/8		1/4	3/2	4076															
275	275	2199/2	2199/2	0.5	7/8	7/8	Chord	2/2	4	1	1/8		1/8	1	4077															
276	276	1100	1100	0.5	0	0	Chord	2/2	1	1	1/8		1/8	1	4078									630						
276	276	2201/2	2201/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8		1/8	1	4079															
276	276	1101	1101	0.5	1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	4080		articStaccatoBelow													
276	276	2203/2	2203/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	4081		articStaccatoBelow													
276	276	1102	1102	1.5	1/2	1/2	Chord	2/2	1	1	3/8		1/4	3/2	4082															
276	276	2207/2	2207/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	4083															
276	276	1100	1100	0.5	0	0	Chord	2/2	2	1	1/8		1/8	1	4084									631						
276	276	2201/2	2201/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8		1/8	1	4085															
276	276	1101	1101	0.5	1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	4086		articStaccatoBelow													
276	276	2203/2	2203/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	4087		articStaccatoBelow													
276	276	1102	1102	0.5	1/2	1/2	Chord	2/2	2	1	1/8		1/8	1	4088									632						
276	276	2205/2	2205/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8		1/8	1	4089															
276	276	1103	1103	0.5	3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	4090		articStaccatoBelow													
276	276	2207/2	2207/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	4091		articStaccatoBelow													
276	276	1100	1100	0.5	0	0	Chord	2/2	3	1	1/8		1/8	1	4092									633						
276	276	2201/2	2201/2	0.5	1/8	1/8	Chord	2/2	3	1	1/8		1/8	1	4093															
276	276	1101	1101	0.5	1/4	1/4	Chord	2/2	3	1	1/8		1/8	1	4094		articStaccatoAbove													
276	276	2203/2	2203/2	0.5	3/8	3/8	Chord	2/2	3	1	1/8		1/8	1	4095		articStaccatoAbove													
276	276	1102	1102	0.5	1/2	1/2	Chord	2/2	3	1	1/8		1/8	1	4096									634						
276	276	2205/2	2205/2	0.5	5/8	5/8	Chord	2/2	3	1	1/8		1/8	1	4097															
276	276	1103	1103	0.5	3/4	3/4	Chord	2/2	3	1	1/8		1/8	1	4098		articStaccatoAbove													
276	276	2207/2	2207/2	0.5	7/8	7/8	Chord	2/2	3	1	1/8		1/8	1	4099		articStaccatoAbove													
276	276	1100	1100	0.5	0	0	Chord	2/2	4	1	1/8		1/8	1	4100									635						
276	276	2201/2	2201/2	0.5	1/8	1/8	Chord	2/2	4	1	1/8		1/8	1	4101															
276	276	1101	1101	0.5	1/4	1/4	Chord	2/2	4	1	1/8		1/8	1	4102		articStaccatoAbove													
276	276	2203/2	2203/2	0.5	3/8	3/8	Chord	2/2	4	1	1/8		1/8	1	4103		articStaccatoAbove													
276	276	1102	1102	0.5	1/2	1/2	Chord	2/2	4	1	1/8		1/8	1	4104									636						
276	276	2205/2	2205/2	0.5	5/8	5/8	Chord	2/2	4	1	1/8		1/8	1	4105															
276	276	1103	1103	0.5	3/4	3/4	Chord	2/2	4	1	1/8		1/8	1	4106		articStaccatoBelow													
276	276	2207/2	2207/2	0.5	7/8	7/8	Chord	2/2	4	1	1/8		1/8	1	4107		articStaccatoBelow													
277	277	1104	1104	0.5	0	0	Chord	2/2	1	1	1/8		1/8	1	4108									637						
277	277	2209/2	2209/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8		1/8	1	4109															
277	277	1105	1105	0.5	1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	4110		articStaccatoAbove													
277	277	2211/2	2211/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	4111		articStaccatoAbove													
277	277	1106	1106	0.5	1/2	1/2	Chord	2/2	1	1	1/8		1/8	1	4112									638						
277	277	2213/2	2213/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8		1/8	1	4113															
277	277	1107	1107	0.5	3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	4114		articStaccatoBelow													
277	277	2215/2	2215/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	4115		articStaccatoBelow													
277	277	1104	1104	1.0	0	0	Chord	2/2	2	1	1/4		1/4	1	4116															
277	277	1106	1106	1.5	1/2	1/2	Chord	2/2	2	1	3/8		1/4	3/2	4117															
277	277	2215/2	2215/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	4118															
277	277	1104	1104	1.0	0	0	Chord	2/2	3	1	1/4		1/4	1	4119															
277	277	1106	1106	1.5	1/2	1/2	Chord	2/2	3	1	3/8		1/4	3/2	4120															
277	277	2215/2	2215/2	0.5	7/8	7/8	Chord	2/2	3	1	1/8		1/8	1	4121															
277	277	1104	1104	1.0	0	0	Chord	2/2	4	1	1/4		1/4	1	4122															
277	277	1106	1106	1.5	1/2	1/2	Chord	2/2	4	1	3/8		1/4	3/2	4123															
277	277	2215/2	2215/2	0.5	7/8	7/8	Chord	2/2	4	1	1/8		1/8	1	4124															
278	278	1108	1108	1.0	0	0	Chord	2/2	1	1	1/4		1/4	1	4125															
278	278	1110	1110	1.5	1/2	1/2	Chord	2/2	1	1	3/8		1/4	3/2	4126															
278	278	2223/2	2223/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	4127															
278	278	1108	1108	2.0	0	0	Chord	2/2	2	1	1/2		1/2	1	4128															
278	278	1110	1110	2.0	1/2	1/2	Chord	2/2	2	1	1/2		1/2	1	4129															
278	278	1108	1108	0.5	0	0	Chord	2/2	3	1	1/8		1/8	1	4130									639						
278	278	2217/2	2217/2	0.5	1/8	1/8	Chord	2/2	3	1	1/8		1/8	1	4131															
278	278	1109	1109	0.5	1/4	1/4	Chord	2/2	3	1	1/8		1/8	1	4132		articStaccatoAbove													
278	278	2219/2	2219/2	0.5	3/8	3/8	Chord	2/2	3	1	1/8		1/8	1	4133		articStaccatoAbove													
278	278	1110	1110	0.5	1/2	1/2	Chord	2/2	3	1	1/8		1/8	1	4134									640						
278	278	2221/2	2221/2	0.5	5/8	5/8	Chord	2/2	3	1	1/8		1/8	1	4135															
278	278	1111	1111	0.5	3/4	3/4	Chord	2/2	3	1	1/8		1/8	1	4136		articStaccatoAbove													
278	278	2223/2	2223/2	0.5	7/8	7/8	Chord	2/2	3	1	1/8		1/8	1	4137		articStaccatoAbove													
278	278	1108	1108	0.5	0	0	Chord	2/2	4	1	1/8		1/8	1	4138									641						
278	278	2217/2	2217/2	0.5	1/8	1/8	Chord	2/2	4	1	1/8		1/8	1	4139															
278	278	1109	1109	0.5	1/4	1/4	Chord	2/2	4	1	1/8		1/8	1	4140		articStaccatoAbove													
278	278	2219/2	2219/2	0.5	3/8	3/8	Chord	2/2	4	1	1/8		1/8	1	4141		articStaccatoAbove													
278	278	1110	1110	0.5	1/2	1/2	Chord	2/2	4	1	1/8		1/8	1	4142									642						
278	278	2221/2	2221/2	0.5	5/8	5/8	Chord	2/2	4	1	1/8		1/8	1	4143															
278	278	1111	1111	0.5	3/4	3/4	Chord	2/2	4	1	1/8		1/8	1	4144		articStaccatoBelow													
278	278	2223/2	2223/2	0.5	7/8	7/8	Chord	2/2	4	1	1/8		1/8	1	4145		articStaccatoBelow													
279	279	1112	1112	0.5	0	0	Chord	2/2	1	1	1/8		1/8	1	4146									643						
279	279	2225/2	2225/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8		1/8	1	4147															
279	279	1113	1113	0.5	1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	4148		articStaccatoAbove													
279	279	2227/2	2227/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	4149		articStaccatoAbove													
279	279	1114	1114	0.5	1/2	1/2	Chord	2/2	1	1	1/8		1/8	1	4150									644						
279	279	2229/2	2229/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8		1/8	1	4151															
279	279	1115	1115	0.5	3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	4152		articStaccatoAbove													
279	279	2231/2	2231/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	4153															
279	279	1112	1112	2.0	0	0	Chord	2/2	2	1	1/2		1/2	1	4154															
279	279	1114	1114	1.5	1/2	1/2	Chord	2/2	2	1	3/8		1/4	3/2	4155															
279	279	2231/2	2231/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	4156															
279	279	1112	1112	2.0	0	0	Chord	2/2	3	1	1/2		1/2	1	4157															
279	279	1114	1114	1.5	1/2	1/2	Chord	2/2	3	1	3/8		1/4	3/2	4158															
279	279	2231/2	2231/2	0.5	7/8	7/8	Chord	2/2	3	1	1/8		1/8	1	4159															
279	279	1112	1112	2.0	0	0	Chord	2/2	4	1	1/2		1/2	1	4160															
279	279	1114	1114	1.5	1/2	1/2	Chord	2/2	4	1	3/8		1/4	3/2	4161															
279	279	2231/2	2231/2	0.5	7/8	7/8	Chord	2/2	4	1	1/8		1/8	1	4162															
280	280	1116	1116	0.5	0	0	Chord	2/2	1	1	1/8		1/8	1	4163									645						
280	280	2233/2	2233/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8		1/8	1	4164															
280	280	1117	1117	0.5	1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	4165		articStaccatoAbove													
280	280	2235/2	2235/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	4166		articStaccatoAbove													
280	280	1118	1118	0.5	1/2	1/2	Chord	2/2	1	1	1/8		1/8	1	4167									646						
280	280	2237/2	2237/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8		1/8	1	4168															
280	280	1119	1119	0.5	3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	4169		articStaccatoAbove													
280	280	2239/2	2239/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	4170															
280	280	1116	1116	2.0	0	0	Chord	2/2	2	1	1/2		1/2	1	4171															
280	280	1118	1118	2.0	1/2	1/2	Chord	2/2	2	1	1/2		1/2	1	4172															
280	280	1116	1116	2.0	0	0	Chord	2/2	3	1	1/2		1/2	1	4173															
280	280	1118	1118	2.0	1/2	1/2	Chord	2/2	3	1	1/2		1/2	1	4174															
280	280	1116	1116	2.0	0	0	Chord	2/2	4	1	1/2		1/2	1	4175															
280	280	1118	1118	2.0	1/2	1/2	Chord	2/2	4	1	1/2		1/2	1	4176															
281	281	1120	1120	0.5	0	0	Chord	2/2	1	1	1/8		1/8	1	4177									647						
281	281	2241/2	2241/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8		1/8	1	4178															
281	281	1121	1121	0.5	1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	4179															
281	281	2243/2	2243/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	4180															
281	281	1122	1122	0.0	1/2	1/2	StaffText	2/2	1	1	0							sempre												
281	281	1122	1122	0.5	1/2	1/2	Chord	2/2	1	1	1/8		1/8	1	4181									648						
281	281	2245/2	2245/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8		1/8	1	4182															
281	281	1123	1123	0.5	3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	4183															
281	281	2247/2	2247/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	4184															
281	281	1120	1120	2.0	0	0	Chord	2/2	2	1	1/2		1/2	1	4185															
281	281	1122	1122	0.0	1/2	1/2	StaffText	2/2	2	1	0							sempre												
281	281	1122	1122	1.5	1/2	1/2	Chord	2/2	2	1	3/8		1/4	3/2	4186															
281	281	2247/2	2247/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	4187															
281	281	1120	1120	2.0	0	0	Chord	2/2	3	1	1/2		1/2	1	4188															
281	281	1122	1122	0.0	1/2	1/2	StaffText	2/2	3	1	0							sempre												
281	281	1122	1122	1.5	1/2	1/2	Chord	2/2	3	1	3/8		1/4	3/2	4189															
281	281	2247/2	2247/2	0.5	7/8	7/8	Chord	2/2	3	1	1/8		1/8	1	4190															
281	281	1120	1120	2.0	0	0	Chord	2/2	4	1	1/2		1/2	1	4191															
281	281	1122	1122	0.0	1/2	1/2	StaffText	2/2	4	1	0							sempre												
281	281	1122	1122	1.5	1/2	1/2	Chord	2/2	4	1	3/8		1/4	3/2	4192															
281	281	2247/2	2247/2	0.5	7/8	7/8	Chord	2/2	4	1	1/8		1/8	1	4193															
282	282	1124	1124	0.5	0	0	Chord	2/2	1	1	1/8		1/8	1	4194															
282	282	2249/2	2249/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8		1/8	1	4195															
282	282	1125	1125	0.5	1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	4196															
282	282	2251/2	2251/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	4197															
282	282	1126	1126	0.0	1/2	1/2	StaffText	2/2	1	1	0							più												
282	282	1126	1126	0.5	1/2	1/2	Chord	2/2	1	1	1/8		1/8	1	4198															
282	282	2253/2	2253/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8		1/8	1	4199															
282	282	1127	1127	0.5	3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	4200															
282	282	2255/2	2255/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	4201															
282	282	1124	1124	2.0	0	0	Chord	2/2	2	1	1/2		1/2	1	4202															
282	282	1126	1126	0.0	1/2	1/2	StaffText	2/2	2	1	0							più												
282	282	1126	1126	2.0	1/2	1/2	Chord	2/2	2	1	1/2		1/2	1	4203															
282	282	1124	1124	2.0	0	0	Chord	2/2	3	1	1/2		1/2	1	4204															
282	282	1126	1126	0.0	1/2	1/2	StaffText	2/2	3	1	0							più												
282	282	1126	1126	2.0	1/2	1/2	Chord	2/2	3	1	1/2		1/2	1	4205															
282	282	1124	1124	2.0	0	0	Chord	2/2	4	1	1/2		1/2	1	4206															
282	282	1126	1126	0.0	1/2	1/2	StaffText	2/2	4	1	0							più												
282	282	1126	1126	2.0	1/2	1/2	Chord	2/2	4	1	1/2		1/2	1	4207															
283	283	1128	1128	0.0	0	0	Dynamic	2/2	1	1	0					ff														
283	283	1128	1128	2.0	0	0	Chord	2/2	1	1	1/2		1/2	1	4208															
283	283	1130	1130	0.0	1/2	1/2	Tempo	2/2	1	1	0								𝅘𝅥=180	180.0	𝅘𝅥	180.0	0.0							
283	283	1130	1130	0.0	1/2	1/2	Spanner	2/2	1	1	0																		0	0
283	283	1130	1130	1.5	1/2	1/2	Chord	2/2	1	1	3/8		1/4	3/2	4209														0	0
283	283	2261/2	2261/2	0.0	5/8	5/8	Tempo	2/2	1	1	0								𝅘𝅥=181.9	182.0	𝅘𝅥	181.9	0.0						0	0
283	283	1131	1131	0.0	3/4	3/4	Tempo	2/2	1	1	0								𝅘𝅥=183.8	184.0	𝅘𝅥	183.8	0.0						0	0
283	283	2263/2	2263/2	0.0	7/8	7/8	Tempo	2/2	1	1	0								𝅘𝅥=185.8	186.0	𝅘𝅥	185.8	0.0						0	0
283	283	2263/2	2263/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	4210														0	0
283	283	1128	1128	0.0	0	0	Dynamic	2/2	2	1	0					ff														
283	283	1128	1128	2.0	0	0	Chord	2/2	2	1	1/2		1/2	1	4211															
283	283	1130	1130	0.0	1/2	1/2	Spanner	2/2	2	1	0																		1	1
283	283	1130	1130	1.5	1/2	1/2	Chord	2/2	2	1	3/8		1/4	3/2	4212														1	1
283	283	2263/2	2263/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	4213														1	1
283	283	1128	1128	0.0	0	0	Dynamic	2/2	3	1	0					ff														
283	283	1128	1128	2.0	0	0	Chord	2/2	3	1	1/2		1/2	1	4214															
283	283	1130	1130	0.0	1/2	1/2	Spanner	2/2	3	1	0																		2	2
283	283	1130	1130	0.5	1/2	1/2	Chord	2/2	3	1	1/8		1/8	1	4215									649					2	2
283	283	2261/2	2261/2	0.5	5/8	5/8	Chord	2/2	3	1	1/8		1/8	1	4216														2	2
283	283	1131	1131	0.5	3/4	3/4	Chord	2/2	3	1	1/8		1/8	1	4217		articStaccatoAbove												2	2
283	283	2263/2	2263/2	0.5	7/8	7/8	Chord	2/2	3	1	1/8		1/8	1	4218		articStaccatoAbove												2	2
283	283	1128	1128	0.0	0	0	Dynamic	2/2	4	1	0					ff														
283	283	1128	1128	0.5	0	0	Chord	2/2	4	1	1/8		1/8	1	4219									650						
283	283	2257/2	2257/2	0.5	1/8	1/8	Chord	2/2	4	1	1/8		1/8	1	4220															
283	283	1129	1129	0.5	1/4	1/4	Chord	2/2	4	1	1/8		1/8	1	4221		articStaccatoBelow													
283	283	2259/2	2259/2	0.5	3/8	3/8	Chord	2/2	4	1	1/8		1/8	1	4222		articStaccatoBelow													
283	283	1130	1130	0.0	1/2	1/2	Spanner	2/2	4	1	0																		3	3
283	283	1130	1130	0.5	1/2	1/2	Chord	2/2	4	1	1/8		1/8	1	4223									651					3	3
283	283	2261/2	2261/2	0.5	5/8	5/8	Chord	2/2	4	1	1/8		1/8	1	4224														3	3
283	283	1131	1131	0.5	3/4	3/4	Chord	2/2	4	1	1/8		1/8	1	4225		articStaccatoAbove												3	3
283	283	2263/2	2263/2	0.5	7/8	7/8	Chord	2/2	4	1	1/8		1/8	1	4226		articStaccatoAbove												3	3
284	284	1132	1132	0.0	0	0	Tempo	2/2	1	1	0								𝅘𝅥=187.7	188.0	𝅘𝅥	187.7	0.0						0	0
284	284	1132	1132	2.0	0	0	Chord	2/2	1	1	1/2		1/2	1	4227														0	0
284	284	2265/2	2265/2	0.0	1/8	1/8	Tempo	2/2	1	1	0								𝅘𝅥=189.6	190.0	𝅘𝅥	189.6	0.0						0	0
284	284	1133	1133	0.0	1/4	1/4	Tempo	2/2	1	1	0								𝅘𝅥=191.5	192.0	𝅘𝅥	191.5	0.0						0	0
284	284	2267/2	2267/2	0.0	3/8	3/8	Tempo	2/2	1	1	0								𝅘𝅥=193.5	194.0	𝅘𝅥	193.5	0.0						0	0
284	284	1134	1134	0.0	1/2	1/2	Tempo	2/2	1	1	0								𝅘𝅥=195.4	195.0	𝅘𝅥	195.4	0.0						0	0
284	284	1134	1134	2.0	1/2	1/2	Chord	2/2	1	1	1/2		1/2	1	4228														0	0
284	284	2269/2	2269/2	0.0	5/8	5/8	Tempo	2/2	1	1	0								𝅘𝅥=197.3	197.0	𝅘𝅥	197.3	0.0						0	0
284	284	1135	1135	0.0	3/4	3/4	Tempo	2/2	1	1	0								𝅘𝅥=199.2	199.0	𝅘𝅥	199.2	0.0						0	0
284	284	2271/2	2271/2	0.0	7/8	7/8	Tempo	2/2	1	1	0								𝅘𝅥=201.2	201.0	𝅘𝅥	201.2	0.0						0	0
284	284	1132	1132	2.0	0	0	Chord	2/2	2	1	1/2		1/2	1	4229														1	1
284	284	1134	1134	2.0	1/2	1/2	Chord	2/2	2	1	1/2		1/2	1	4230														1	1
284	284	1132	1132	0.5	0	0	Chord	2/2	3	1	1/8		1/8	1	4231									652					2	2
284	284	2265/2	2265/2	0.5	1/8	1/8	Chord	2/2	3	1	1/8		1/8	1	4232														2	2
284	284	1133	1133	0.5	1/4	1/4	Chord	2/2	3	1	1/8		1/8	1	4233		articStaccatoAbove												2	2
284	284	2267/2	2267/2	0.5	3/8	3/8	Chord	2/2	3	1	1/8		1/8	1	4234		articStaccatoAbove												2	2
284	284	1134	1134	2.0	1/2	1/2	Chord	2/2	3	1	1/2		1/2	1	4235														2	2
284	284	1132	1132	0.5	0	0	Chord	2/2	4	1	1/8		1/8	1	4236									653					3	3
284	284	2265/2	2265/2	0.5	1/8	1/8	Chord	2/2	4	1	1/8		1/8	1	4237														3	3
284	284	1133	1133	0.5	1/4	1/4	Chord	2/2	4	1	1/8		1/8	1	4238		articStaccatoAbove												3	3
284	284	2267/2	2267/2	0.5	3/8	3/8	Chord	2/2	4	1	1/8		1/8	1	4239		articStaccatoAbove												3	3
284	284	1134	1134	0.5	1/2	1/2	Chord	2/2	4	1	1/8		1/8	1	4240									654					3	3
284	284	2269/2	2269/2	0.5	5/8	5/8	Chord	2/2	4	1	1/8		1/8	1	4241														3	3
284	284	1135	1135	0.5	3/4	3/4	Chord	2/2	4	1	1/8		1/8	1	4242		articStaccatoBelow												3	3
284	284	2271/2	2271/2	0.5	7/8	7/8	Chord	2/2	4	1	1/8		1/8	1	4243		articStaccatoBelow												3	3
285	285	1136	1136	0.0	0	0	Tempo	2/2	1	1	0								𝅘𝅥=203.1	203.0	𝅘𝅥	203.1	0.0						0	0
285	285	1136	1136	2.0	0	0	Chord	2/2	1	1	1/2		1/2	1	4244														0	0
285	285	2273/2	2273/2	0.0	1/8	1/8	Tempo	2/2	1	1	0								𝅘𝅥=205	205.0	𝅘𝅥	205.0	0.0						0	0
285	285	1137	1137	0.0	1/4	1/4	Tempo	2/2	1	1	0								𝅘𝅥=206.9	207.0	𝅘𝅥	206.9	0.0						0	0
