mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	tremolo	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	decrescendo_hairpin	crescendo_hairpin
234	234	2805/2	2805/2	1.5	9/8	9/8	Chord	12/8	1	1	3/8			1/4	3/2	3896											
234	234	1398	1398	3.0	0	0	Chord	12/8	2	1	3/4			1/2	3/2	3897									724		
234	234	1401	1401	1.0	3/4	3/4	Chord	12/8	2	1	1/4			1/4	1	3898											
234	234	1398	1398	3.0	0	0	Chord	12/8	3	1	3/4			1/2	3/2	3899									725		
234	234	1401	1401	1.0	3/4	3/4	Chord	12/8	3	1	1/4			1/4	1	3900											
234	234	1398	1398	1.5	0	0	Chord	12/8	4	1	3/8			1/4	3/2	3901											
235	235	1404	1404	0.0	0	0	Spanner	12/8	1	1	0																38
235	235	1404	1404	3.0	0	0	Chord	12/8	1	1	3/4			1/2	3/2	3902									726		38
235	235	1407	1407	1.5	3/4	3/4	Chord	12/8	1	1	3/8			1/4	3/2	3903									726		38
235	235	2817/2	2817/2	1.5	9/8	9/8	Chord	12/8	1	1	3/8			1/4	3/2	3904											38
235	235	1404	1404	0.0	0	0	Spanner	12/8	2	1	0																39
235	235	1404	1404	1.5	0	0	Chord	12/8	2	1	3/8			1/4	3/2	3905									727		39
235	235	2811/2	2811/2	1.5	3/8	3/8	Chord	12/8	2	1	3/8			1/4	3/2	3906									727		39
235	235	1407	1407	1.5	3/4	3/4	Chord	12/8	2	1	3/8			1/4	3/2	3907									727		39
235	235	2817/2	2817/2	1.5	9/8	9/8	Chord	12/8	2	1	3/8			1/4	3/2	3908											39
235	235	1404	1404	0.0	0	0	Spanner	12/8	3	1	0																40
235	235	1404	1404	3.0	0	0	Chord	12/8	3	1	3/4			1/2	3/2	3909									728		40
235	235	1407	1407	1.5	3/4	3/4	Chord	12/8	3	1	3/8			1/4	3/2	3910									728		40
235	235	2817/2	2817/2	1.5	9/8	9/8	Chord	12/8	3	1	3/8			1/4	3/2	3911											40
236	236	1410	1410	0.0	0	0	Spanner	12/8	1	1	0																
236	236	1410	1410	0.0	0	0	Spanner	12/8	1	1	0															12	
236	236	1410	1410	1.5	0	0	Chord	12/8	1	1	3/8			1/4	3/2	3912									729	12	
236	236	2823/2	2823/2	1.0	3/8	3/8	Chord	12/8	1	1	1/4			1/4	1	3913									729	12	
236	236	2825/2	2825/2	0.5	5/8	5/8	Chord	12/8	1	1	1/8			1/8	1	3914									729	12	
236	236	1413	1413	1.5	3/4	3/4	Chord	12/8	1	1	3/8			1/4	3/2	3915									729	12	
236	236	2829/2	2829/2	0.0	9/8	9/8	Spanner	12/8	1	1	0																
236	236	2829/2	2829/2	1.5	9/8	9/8	Chord	12/8	1	1	3/8			1/4	3/2	3916											
236	236	1410	1410	0.0	0	0	Spanner	12/8	2	1	0																
236	236	1410	1410	0.0	0	0	Spanner	12/8	2	1	0															13	
236	236	1410	1410	3.0	0	0	Chord	12/8	2	1	3/4			1/2	3/2	3917									730	13	
236	236	1413	1413	0.0	3/4	3/4	Spanner	12/8	2	1	0														730		
236	236	1413	1413	3.0	3/4	3/4	Chord	12/8	2	1	3/4			1/2	3/2	3918									730		
236	236	1410	1410	0.0	0	0	Spanner	12/8	3	1	0																
236	236	1410	1410	0.0	0	0	Spanner	12/8	3	1	0															14	
236	236	1410	1410	3.0	0	0	Chord	12/8	3	1	3/4			1/2	3/2	3919									731	14	
236	236	1413	1413	1.5	3/4	3/4	Chord	12/8	3	1	3/8			1/4	3/2	3920										14	
236	236	2829/2	2829/2	0.0	9/8	9/8	Spanner	12/8	3	1	0																
236	236	2829/2	2829/2	1.5	9/8	9/8	Chord	12/8	3	1	3/8			1/4	3/2	3921											
236	236	1410	1410	6.0	0	0	Chord	12/8	4	1	3/2			1	3/2	3922		articAccentBelow									
237	237	1416	1416	1.5	0	0	Chord	12/8	1	1	3/8			1/4	3/2	3923									732		
237	237	2835/2	2835/2	0.0	3/8	3/8	Spanner	12/8	1	1	0														732		41
237	237	2835/2	2835/2	1.5	3/8	3/8	Chord	12/8	1	1	3/8			1/4	3/2	3924									732		41
237	237	1419	1419	1.5	3/4	3/4	Chord	12/8	1	1	3/8			1/4	3/2	3925									732		41
237	237	2841/2	2841/2	1.5	9/8	9/8	Chord	12/8	1	1	3/8			1/4	3/2	3926											41
237	237	1416	1416	1.5	0	0	Chord	12/8	2	1	3/8			1/4	3/2	3927									730		
237	237	2835/2	2835/2	0.0	3/8	3/8	Spanner	12/8	2	1	0														730		42
237	237	2835/2	2835/2	1.5	3/8	3/8	Chord	12/8	2	1	3/8			1/4	3/2	3928									730		42
237	237	1419	1419	1.5	3/4	3/4	Chord	12/8	2	1	3/8			1/4	3/2	3929									730		42
237	237	2841/2	2841/2	1.5	9/8	9/8	Chord	12/8	2	1	3/8			1/4	3/2	3930											42
237	237	1416	1416	1.5	0	0	Chord	12/8	3	1	3/8			1/4	3/2	3931											
237	237	2835/2	2835/2	0.0	3/8	3/8	Spanner	12/8	3	1	0																43
237	237	2835/2	2835/2	1.5	3/8	3/8	Chord	12/8	3	1	3/8			1/4	3/2	3932									733		43
237	237	1419	1419	1.5	3/4	3/4	Chord	12/8	3	1	3/8			1/4	3/2	3933									733		43
237	237	2841/2	2841/2	1.5	9/8	9/8	Chord	12/8	3	1	3/8			1/4	3/2	3934											43
237	237	1416	1416	1.5	0	0	Chord	12/8	4	1	3/8			1/4	3/2	3935											
238	238	1422	1422	0.0	0	0	Spanner	12/8	1	1	0																
238	238	1422	1422	0.0	0	0	Spanner	12/8	1	1	0															15	
238	238	1422	1422	1.5	0	0	Chord	12/8	1	1	3/8			1/4	3/2	3936									734	15	
238	238	2847/2	2847/2	1.0	3/8	3/8	Chord	12/8	1	1	1/4			1/4	1	3937									734	15	
238	238	2849/2	2849/2	0.5	5/8	5/8	Chord	12/8	1	1	1/8			1/8	1	3938									734	15	
238	238	1425	1425	1.5	3/4	3/4	Chord	12/8	1	1	3/8			1/4	3/2	3939									734	15	
238	238	2853/2	2853/2	0.0	9/8	9/8	Spanner	12/8	1	1	0																
238	238	2853/2	2853/2	1.5	9/8	9/8	Chord	12/8	1	1	3/8			1/4	3/2	3940											
238	238	1422	1422	0.0	0	0	Spanner	12/8	2	1	0																
238	238	1422	1422	0.0	0	0	Spanner	12/8	2	1	0															16	
238	238	1422	1422	3.0	0	0	Chord	12/8	2	1	3/4			1/2	3/2	3941									735	16	
238	238	1425	1425	1.5	3/4	3/4	Chord	12/8	2	1	3/8			1/4	3/2	3942										16	
238	238	2853/2	2853/2	0.0	9/8	9/8	Spanner	12/8	2	1	0																
238	238	2853/2	2853/2	1.5	9/8	9/8	Chord	12/8	2	1	3/8			1/4	3/2	3943											
238	238	1422	1422	0.0	0	0	Spanner	12/8	3	1	0																
238	238	1422	1422	0.0	0	0	Spanner	12/8	3	1	0															17	
238	238	1422	1422	3.0	0	0	Chord	12/8	3	1	3/4			1/2	3/2	3944									736	17	
238	238	1425	1425	1.5	3/4	3/4	Chord	12/8	3	1	3/8			1/4	3/2	3945										17	
238	238	2853/2	2853/2	0.0	9/8	9/8	Spanner	12/8	3	1	0																
238	238	2853/2	2853/2	1.5	9/8	9/8	Chord	12/8	3	1	3/8			1/4	3/2	3946											
238	238	1422	1422	3.0	0	0	Chord	12/8	4	1	3/4			1/2	3/2	3947		articAccentBelow									
238	238	1425	1425	1.5	3/4	3/4	Chord	12/8	4	1	3/8			1/4	3/2	3948											
238	238	2853/2	2853/2	1.5	9/8	9/8	Chord	12/8	4	1	3/8			1/4	3/2	3949											
239	239	1428	1428	0.0	0	0	Dynamic	12/8	1	1	0						p										
239	239	1428	1428	3.0	0	0	Chord	12/8	1	1	3/4			1/2	3/2	3950									737		
239	239	1431	1431	1.5	3/4	3/4	Chord	12/8	1	1	3/8			1/4	3/2	3951									737		
239	239	2865/2	2865/2	1.5	9/8	9/8	Chord	12/8	1	1	3/8			1/4	3/2	3952											
239	239	1428	1428	0.0	0	0	Dynamic	12/8	2	1	0						p										
239	239	1428	1428	3.0	0	0	Chord	12/8	2	1	3/4			1/2	3/2	3953											
239	239	1431	1431	1.5	3/4	3/4	Chord	12/8	2	1	3/8			1/4	3/2	3954											
239	239	2865/2	2865/2	1.5	9/8	9/8	Chord	12/8	2	1	3/8			1/4	3/2	3955											
239	239	1428	1428	0.0	0	0	Dynamic	12/8	3	1	0						p										
239	239	1428	1428	3.0	0	0	Chord	12/8	3	1	3/4			1/2	3/2	3956											
239	239	1431	1431	1.5	3/4	3/4	Chord	12/8	3	1	3/8			1/4	3/2	3957											
239	239	2865/2	2865/2	1.5	9/8	9/8	Chord	12/8	3	1	3/8			1/4	3/2	3958											
239	239	1428	1428	0.0	0	0	Dynamic	12/8	4	1	0						p										
239	239	1428	1428	3.0	0	0	Chord	12/8	4	1	3/4			1/2	3/2	3959									738		
239	239	1431	1431	1.5	3/4	3/4	Chord	12/8	4	1	3/8			1/4	3/2	3960									738		
239	239	2865/2	2865/2	1.5	9/8	9/8	Chord	12/8	4	1	3/8			1/4	3/2	3961											
240	240	1434	1434	6.0	0	0	Chord	12/8	1	1	3/2			1	3/2	3962											
240	240	1434	1434	3.0	0	0	Chord	12/8	2	1	3/4			1/2	3/2	3963									739		
240	240	1437	1437	1.5	3/4	3/4	Chord	12/8	2	1	3/8			1/4	3/2	3964									739		
240	240	2877/2	2877/2	1.5	9/8	9/8	Chord	12/8	2	1	3/8			1/4	3/2	3965											
240	240	1434	1434	3.0	0	0	Chord	12/8	3	1	3/4			1/2	3/2	3966									740		
240	240	1437	1437	3.0	3/4	3/4	Chord	12/8	3	1	3/4			1/2	3/2	3967											
240	240	1434	1434	6.0	0	0	Chord	12/8	4	1	3/2			1	3/2	3968											
241	241	1440	1440	6.0	0	0	Chord	12/8	1	1	3/2			1	3/2	3969											
241	241	1440	1440	3.0	0	0	Chord	12/8	2	1	3/4			1/2	3/2	3970									741		
241	241	1443	1443	1.5	3/4	3/4	Chord	12/8	2	1	3/8			1/4	3/2	3971									741		
241	241	2889/2	2889/2	1.5	9/8	9/8	Chord	12/8	2	1	3/8			1/4	3/2	3972											
241	241	1440	1440	6.0	0	0	Chord	12/8	3	1	3/2			1	3/2	3973											
241	241	1440	1440	6.0	0	0	Chord	12/8	4	1	3/2			1	3/2	3974											
242	242	1446	1446	3.0	0	0	Chord	12/8	1	1	3/4			1/2	3/2	3975											
242	242	1449	1449	3.0	3/4	3/4	Chord	12/8	1	1	3/4			1/2	3/2	3976											
242	242	1446	1446	3.0	0	0	Chord	12/8	2	1	3/4			1/2	3/2	3977		articAccentAbove									
242	242	1449	1449	1.5	3/4	3/4	Chord	12/8	2	1	3/8			1/4	3/2	3978											
242	242	2901/2	2901/2	1.5	9/8	9/8	Chord	12/8	2	1	3/8			1/4	3/2	3979											
242	242	1446	1446	3.0	0	0	Chord	12/8	3	1	3/4			1/2	3/2	3980											
242	242	1449	1449	3.0	3/4	3/4	Chord	12/8	3	1	3/4			1/2	3/2	3981											
242	242	1446	1446	3.0	0	0	Chord	12/8	4	1	3/4			1/2	3/2	3982											
242	242	1449	1449	3.0	3/4	3/4	Chord	12/8	4	1	3/4			1/2	3/2	3983											
243	243	1452	1452	1.5	0	0	Chord	12/8	1	1	3/8			1/4	3/2	3984									742		
243	243	2907/2	2907/2	0.0	3/8	3/8	Spanner	12/8	1	1	0														742		44
243	243	2907/2	2907/2	1.5	3/8	3/8	Chord	12/8	1	1	3/8			1/4	3/2	3985									742		44
243	243	1455	1455	1.5	3/4	3/4	Chord	12/8	1	1	3/8			1/4	3/2	3986									742		44
243	243	2913/2	2913/2	1.5	9/8	9/8	Chord	12/8	1	1	3/8			1/4	3/2	3987											44
243	243	1452	1452	0.0	0	0	Chord	12/8	2	1	0	acciaccatura		1/8	1	3988											
243	243	1452	1452	1.5	0	0	Chord	12/8	2	1	3/8			1/4	3/2	3989									743		
243	243	2907/2	2907/2	0.0	3/8	3/8	Spanner	12/8	2	1	0														743		45
243	243	2907/2	2907/2	1.5	3/8	3/8	Chord	12/8	2	1	3/8			1/4	3/2	3990									743		45
243	243	1455	1455	1.5	3/4	3/4	Chord	12/8	2	1	3/8			1/4	3/2	3991									743		45
243	243	2913/2	2913/2	1.5	9/8	9/8	Chord	12/8	2	1	3/8			1/4	3/2	3992									743		45
243	243	1452	1452	3.0	0	0	Chord	12/8	3	1	3/4			1/2	3/2	3993											
243	243	1452	1452	3.0	0	0	Chord	12/8	4	1	3/4			1/2	3/2	3994											
244	244	1458	1458	0.0	0	0	Spanner	12/8	1	1	0																
244	244	1458	1458	1.5	0	0	Chord	12/8	1	1	3/8			1/4	3/2	3995									744		
244	244	2919/2	2919/2	0.0	3/8	3/8	Dynamic	12/8	1	1	0						sf								744		
244	244	2919/2	2919/2	1.5	3/8	3/8	Chord	12/8	1	1	3/8			1/4	3/2	3996									744		
244	244	1461	1461	1.5	3/4	3/4	Chord	12/8	1	1	3/8			1/4	3/2	3997											
244	244	1458	1458	0.0	0	0	Spanner	12/8	2	1	0														743		
244	244	1458	1458	1.5	0	0	Chord	12/8	2	1	3/8			1/4	3/2	3998									743		
244	244	2919/2	2919/2	0.0	3/8	3/8	Dynamic	12/8	2	1	0						sf								743		
244	244	2919/2	2919/2	1.5	3/8	3/8	Chord	12/8	2	1	3/8			1/4	3/2	3999									743		
244	244	1461	1461	1.5	3/4	3/4	Chord	12/8	2	1	3/8			1/4	3/2	4000									743		
244	244	2925/2	2925/2	1.5	9/8	9/8	Chord	12/8	2	1	3/8			1/4	3/2	4001											
244	244	2919/2	2919/2	0.0	3/8	3/8	Dynamic	12/8	3	1	0						sf										
244	244	2919/2	2919/2	1.5	3/8	3/8	Chord	12/8	3	1	3/8			1/4	3/2	4002									745		
244	244	1461	1461	1.5	3/4	3/4	Chord	12/8	3	1	3/8			1/4	3/2	4003									745		
244	244	2925/2	2925/2	1.5	9/8	9/8	Chord	12/8	3	1	3/8			1/4	3/2	4004											
244	244	2919/2	2919/2	0.0	3/8	3/8	Dynamic	12/8	4	1	0						sf										
244	244	2919/2	2919/2	1.5	3/8	3/8	Chord	12/8	4	1	3/8			1/4	3/2	4005									746		
244	244	1461	1461	1.5	3/4	3/4	Chord	12/8	4	1	3/8			1/4	3/2	4006									746		
244	244	2925/2	2925/2	1.5	9/8	9/8	Chord	12/8	4	1	3/8			1/4	3/2	4007											
245	245	1464	1464	3.0	0	0	Chord	12/8	2	1	3/4			1/2	3/2	4008									747		
245	245	1467	1467	1.5	3/4	3/4	Chord	12/8	2	1	3/8			1/4	3/2	4009									747		
245	245	2937/2	2937/2	1.5	9/8	9/8	Chord	12/8	2	1	3/8			1/4	3/2	4010											
245	245	1464	1464	3.0	0	0	Chord	12/8	3	1	3/4			1/2	3/2	4011									748		
245	245	1467	1467	1.5	3/4	3/4	Chord	12/8	3	1	3/8			1/4	3/2	4012									748		
245	245	2937/2	2937/2	1.5	9/8	9/8	Chord	12/8	3	1	3/8			1/4	3/2	4013											
245	245	1464	1464	3.0	0	0	Chord	12/8	4	1	3/4			1/2	3/2	4014									749		
245	245	1467	1467	1.5	3/4	3/4	Chord	12/8	4	1	3/8			1/4	3/2	4015									749		
245	245	2937/2	2937/2	1.5	9/8	9/8	Chord	12/8	4	1	3/8			1/4	3/2	4016											
246	246	2943/2	2943/2	1.5	3/8	3/8	Chord	12/8	1	1	3/8			1/4	3/2	4017											
246	246	1473	1473	0.0	3/4	3/4	Dynamic	12/8	1	1	0						sfp										
246	246	1473	1473	1.5	3/4	3/4	Chord	12/8	1	1	3/8			1/4	3/2	4018									750		
246	246	2949/2	2949/2	1.0	9/8	9/8	Chord	12/8	1	1	1/4			1/4	1	4019											
246	246	2951/2	2951/2	0.5	11/8	11/8	Chord	12/8	1	1	1/8			1/8	1	4020											
246	246	1470	1470	3.0	0	0	Chord	12/8	2	1	3/4			1/2	3/2	4021											
246	246	1473	1473	0.0	3/4	3/4	Dynamic	12/8	2	1	0						sfp										
246	246	1473	1473	3.0	3/4	3/4	Chord	12/8	2	1	3/4			1/2	3/2	4022											
246	246	1470	1470	3.0	0	0	Chord	12/8	3	1	3/4			1/2	3/2	4023											
246	246	1473	1473	0.0	3/4	3/4	Dynamic	12/8	3	1	0						sfp										
246	246	1473	1473	3.0	3/4	3/4	Chord	12/8	3	1	3/4			1/2	3/2	4024											
246	246	1470	1470	3.0	0	0	Chord	12/8	4	1	3/4			1/2	3/2	4025											
246	246	1473	1473	0.0	3/4	3/4	Dynamic	12/8	4	1	0						sfp										
246	246	1473	1473	3.0	3/4	3/4	Chord	12/8	4	1	3/4			1/2	3/2	4026											
247	247	1476	1476	1.5	0	0	Chord	12/8	1	1	3/8			1/4	3/2	4027									751		
247	247	2955/2	2955/2	1.0	3/8	3/8	Chord	12/8	1	1	1/4			1/4	1	4028											
247	247	2957/2	2957/2	0.5	5/8	5/8	Chord	12/8	1	1	1/8			1/8	1	4029											
247	247	1479	1479	1.5	3/4	3/4	Chord	12/8	1	1	3/8			1/4	3/2	4030									752		
247	247	2961/2	2961/2	1.0	9/8	9/8	Chord	12/8	1	1	1/4			1/4	1	4031											
247	247	2963/2	2963/2	0.5	11/8	11/8	Chord	12/8	1	1	1/8			1/8	1	4032											
247	247	1476	1476	1.5	0	0	Chord	12/8	2	1	3/8			1/4	3/2	4033											
247	247	2955/2	2955/2	1.5	3/8	3/8	Chord	12/8	2	1	3/8			1/4	3/2	4034											
247	247	1479	1479	1.5	3/4	3/4	Chord	12/8	2	1	3/8			1/4	3/2	4035											
247	247	2961/2	2961/2	1.5	9/8	9/8	Chord	12/8	2	1	3/8			1/4	3/2	4036											
247	247	1476	1476	1.5	0	0	Chord	12/8	3	1	3/8			1/4	3/2	4037											
247	247	2955/2	2955/2	1.5	3/8	3/8	Chord	12/8	3	1	3/8			1/4	3/2	4038											
247	247	1479	1479	1.5	3/4	3/4	Chord	12/8	3	1	3/8			1/4	3/2	4039											
247	247	2961/2	2961/2	1.5	9/8	9/8	Chord	12/8	3	1	3/8			1/4	3/2	4040											
247	247	1476	1476	1.5	0	0	Chord	12/8	4	1	3/8			1/4	3/2	4041											
247	247	2955/2	2955/2	1.5	3/8	3/8	Chord	12/8	4	1	3/8			1/4	3/2	4042											
247	247	1479	1479	1.5	3/4	3/4	Chord	12/8	4	1	3/8			1/4	3/2	4043											
247	247	2961/2	2961/2	1.5	9/8	9/8	Chord	12/8	4	1	3/8			1/4	3/2	4044											
248	248	1482	1482	1.5	0	0	Chord	12/8	1	1	3/8			1/4	3/2	4045											
248	248	2967/2	2967/2	1.5	3/8	3/8	Chord	12/8	1	1	3/8			1/4	3/2	4046											
248	248	1485	1485	0.0	3/4	3/4	Dynamic	12/8	1	1	0						sfp										
248	248	1485	1485	1.5	3/4	3/4	Chord	12/8	1	1	3/8			1/4	3/2	4047									753		
248	248	2973/2	2973/2	1.0	9/8	9/8	Chord	12/8	1	1	1/4			1/4	1	4048											
248	248	2975/2	2975/2	0.5	11/8	11/8	Chord	12/8	1	1	1/8			1/8	1	4049											
248	248	1482	1482	3.0	0	0	Chord	12/8	2	1	3/4			1/2	3/2	4050											
248	248	1485	1485	0.0	3/4	3/4	Dynamic	12/8	2	1	0						sfp										
248	248	1485	1485	3.0	3/4	3/4	Chord	12/8	2	1	3/4			1/2	3/2	4051											
248	248	1482	1482	3.0	0	0	Chord	12/8	3	1	3/4			1/2	3/2	4052											
248	248	1485	1485	0.0	3/4	3/4	Dynamic	12/8	3	1	0						sfp										
248	248	1485	1485	3.0	3/4	3/4	Chord	12/8	3	1	3/4			1/2	3/2	4053											
248	248	1482	1482	3.0	0	0	Chord	12/8	4	1	3/4			1/2	3/2	4054											
248	248	1485	1485	0.0	3/4	3/4	Dynamic	12/8	4	1	0						sfp										
248	248	1485	1485	3.0	3/4	3/4	Chord	12/8	4	1	3/4			1/2	3/2	4055											
249	249	1488	1488	1.5	0	0	Chord	12/8	1	1	3/8			1/4	3/2	4056									754		
249	249	2979/2	2979/2	1.0	3/8	3/8	Chord	12/8	1	1	1/4			1/4	1	4057											
249	249	2981/2	2981/2	0.5	5/8	5/8	Chord	12/8	1	1	1/8			1/8	1	4058											
249	249	1491	1491	1.5	3/4	3/4	Chord	12/8	1	1	3/8			1/4	3/2	4059									755		
249	249	2985/2	2985/2	1.0	9/8	9/8	Chord	12/8	1	1	1/4			1/4	1	4060											
249	249	2987/2	2987/2	0.5	11/8	11/8	Chord	12/8	1	1	1/8			1/8	1	4061											
249	249	1488	1488	1.5	0	0	Chord	12/8	2	1	3/8			1/4	3/2	4062											
249	249	2979/2	2979/2	1.5	3/8	3/8	Chord	12/8	2	1	3/8			1/4	3/2	4063											
249	249	1491	1491	1.5	3/4	3/4	Chord	12/8	2	1	3/8			1/4	3/2	4064											
249	249	2985/2	2985/2	1.5	9/8	9/8	Chord	12/8	2	1	3/8			1/4	3/2	4065											
249	249	1488	1488	1.5	0	0	Chord	12/8	3	1	3/8			1/4	3/2	4066											
249	249	2979/2	2979/2	1.5	3/8	3/8	Chord	12/8	3	1	3/8			1/4	3/2	4067											
249	249	1491	1491	1.5	3/4	3/4	Chord	12/8	3	1	3/8			1/4	3/2	4068											
249	249	2985/2	2985/2	1.5	9/8	9/8	Chord	12/8	3	1	3/8			1/4	3/2	4069											
249	249	1488	1488	1.5	0	0	Chord	12/8	4	1	3/8			1/4	3/2	4070											
249	249	2979/2	2979/2	1.5	3/8	3/8	Chord	12/8	4	1	3/8			1/4	3/2	4071											
249	249	1491	1491	1.5	3/4	3/4	Chord	12/8	4	1	3/8			1/4	3/2	4072											
249	249	2985/2	2985/2	1.5	9/8	9/8	Chord	12/8	4	1	3/8			1/4	3/2	4073											
250	250	1494	1494	1.5	0	0	Chord	12/8	1	1	3/8			1/4	3/2	4074											
250	250	2991/2	2991/2	1.5	3/8	3/8	Chord	12/8	1	1	3/8			1/4	3/2	4075											
250	250	1497	1497	0.0	3/4	3/4	Dynamic	12/8	1	1	0						sf										
250	250	1497	1497	1.5	3/4	3/4	Chord	12/8	1	1	3/8			1/4	3/2	4076									756		
250	250	2997/2	2997/2	1.0	9/8	9/8	Chord	12/8	1	1	1/4			1/4	1	4077											
250	250	2999/2	2999/2	0.5	11/8	11/8	Chord	12/8	1	1	1/8			1/8	1	4078											
250	250	1494	1494	3.0	0	0	Chord	12/8	2	1	3/4			1/2	3/2	4079											
250	250	1497	1497	3.0	3/4	3/4	Chord	12/8	2	1	3/4			1/2	3/2	4080											
250	250	1494	1494	1.5	0	0	Chord	12/8	3	1	3/8			1/4	3/2	4081											
250	250	2991/2	2991/2	1.5	3/8	3/8	Chord	12/8	3	1	3/8			1/4	3/2	4082											
250	250	1497	1497	0.0	3/4	3/4	Dynamic	12/8	3	1	0						sf										
250	250	1497	1497	1.5	3/4	3/4	Chord	12/8	3	1	3/8			1/4	3/2	4083									757		
250	250	2997/2	2997/2	1.0	9/8	9/8	Chord	12/8	3	1	1/4			1/4	1	4084											
250	250	2999/2	2999/2	0.5	11/8	11/8	Chord	12/8	3	1	1/8			1/8	1	4085											
250	250	1494	1494	3.0	0	0	Chord	12/8	4	1	3/4			1/2	3/2	4086											
250	250	1497	1497	0.0	3/4	3/4	Dynamic	12/8	4	1	0						sf										
250	250	1497	1497	1.5	3/4	3/4	Chord	12/8	4	1	3/8			1/4	3/2	4087									758		
250	250	2997/2	2997/2	1.0	9/8	9/8	Chord	12/8	4	1	1/4			1/4	1	4088											
250	250	2999/2	2999/2	0.5	11/8	11/8	Chord	12/8	4	1	1/8			1/8	1	4089											
251	251	1500	1500	1.5	0	0	Chord	12/8	1	1	3/8			1/4	3/2	4090									759		
251	251	3003/2	3003/2	1.0	3/8	3/8	Chord	12/8	1	1	1/4			1/4	1	4091											
251	251	3005/2	3005/2	0.5	5/8	5/8	Chord	12/8	1	1	1/8			1/8	1	4092											
251	251	1503	1503	1.5	3/4	3/4	Chord	12/8	1	1	3/8			1/4	3/2	4093									760		
251	251	3009/2	3009/2	1.0	9/8	9/8	Chord	12/8	1	1	1/4			1/4	1	4094											
251	251	3011/2	3011/2	0.5	11/8	11/8	Chord	12/8	1	1	1/8			1/8	1	4095											
251	251	1500	1500	3.0	0	0	Chord	12/8	2	1	3/4			1/2	3/2	4096											
251	251	1503	1503	3.0	3/4	3/4	Chord	12/8	2	1	3/4			1/2	3/2	4097											
251	251	1500	1500	1.5	0	0	Chord	12/8	3	1	3/8			1/4	3/2	4098									761		
251	251	3003/2	3003/2	1.0	3/8	3/8	Chord	12/8	3	1	1/4			1/4	1	4099											
251	251	3005/2	3005/2	0.5	5/8	5/8	Chord	12/8	3	1	1/8			1/8	1	4100											
251	251	1503	1503	1.5	3/4	3/4	Chord	12/8	3	1	3/8			1/4	3/2	4101									762		
251	251	3009/2	3009/2	1.0	9/8	9/8	Chord	12/8	3	1	1/4			1/4	1	4102											
251	251	3011/2	3011/2	0.5	11/8	11/8	Chord	12/8	3	1	1/8			1/8	1	4103											
251	251	1500	1500	1.5	0	0	Chord	12/8	4	1	3/8			1/4	3/2	4104									763		
251	251	3003/2	3003/2	1.0	3/8	3/8	Chord	12/8	4	1	1/4			1/4	1	4105											
251	251	3005/2	3005/2	0.5	5/8	5/8	Chord	12/8	4	1	1/8			1/8	1	4106											
251	251	1503	1503	1.5	3/4	3/4	Chord	12/8	4	1	3/8			1/4	3/2	4107											
251	251	3009/2	3009/2	1.5	9/8	9/8	Chord	12/8	4	1	3/8			1/4	3/2	4108									764		
252	252	1506	1506	1.5	0	0	Chord	12/8	1	1	3/8			1/4	3/2	4109									765		
252	252	3015/2	3015/2	1.5	3/8	3/8	Chord	12/8	1	1	3/8			1/4	3/2	4110									765		
252	252	1509	1509	1.5	3/4	3/4	Chord	12/8	1	1	3/8			1/4	3/2	4111									765		
252	252	3021/2	3021/2	1.5	9/8	9/8	Chord	12/8	1	1	3/8			1/4	3/2	4112											
252	252	1506	1506	6.0	0	0	Chord	12/8	2	1	3/2			1	3/2	4113											
252	252	1506	1506	1.5	0	0	Chord	12/8	3	1	3/8			1/4	3/2	4114									766		
252	252	3015/2	3015/2	1.5	3/8	3/8	Chord	12/8	3	1	3/8			1/4	3/2	4115									766		
252	252	1509	1509	1.5	3/4	3/4	Chord	12/8	3	1	3/8			1/4	3/2	4116									766		
252	252	3021/2	3021/2	1.5	9/8	9/8	Chord	12/8	3	1	3/8			1/4	3/2	4117											
252	252	1506	1506	1.5	0	0	Chord	12/8	4	1	3/8			1/4	3/2	4118									764		
252	252	3015/2	3015/2	1.5	3/8	3/8	Chord	12/8	4	1	3/8			1/4	3/2	4119									764		
252	252	1509	1509	1.5	3/4	3/4	Chord	12/8	4	1	3/8			1/4	3/2	4120									764		
252	252	3021/2	3021/2	1.5	9/8	9/8	Chord	12/8	4	1	3/8			1/4	3/2	4121											
253	253	1512	1512	1.5	0	0	Chord	12/8	1	1	3/8			1/4	3/2	4122									767		
253	253	3027/2	3027/2	1.5	3/8	3/8	Chord	12/8	1	1	3/8			1/4	3/2	4123									767		
253	253	1515	1515	1.5	3/4	3/4	Chord	12/8	1	1	3/8			1/4	3/2	4124									767		
253	253	3033/2	3033/2	1.0	9/8	9/8	Chord	12/8	1	1	1/4			1/4	1	4125									767		
253	253	3035/2	3035/2	0.5	11/8	11/8	Chord	12/8	1	1	1/8			1/8	1	4126											
253	253	1512	1512	1.5	0	0	Chord	12/8	2	1	3/8			1/4	3/2	4127											
253	253	1512	1512	1.5	0	0	Chord	12/8	3	1	3/8			1/4	3/2	4128									768		
253	253	3027/2	3027/2	1.5	3/8	3/8	Chord	12/8	3	1	3/8			1/4	3/2	4129									768		
