mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	tremolo	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	crescendo_hairpin	crescendo_line	decrescendo_hairpin
330	328	2625/2	2625/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	5936											11	
330	328	1309	1309	2.0	0	0	Chord	4/4	3	1	1/2		r8	1/2	1	5937											12	
330	328	1311	1311	2.0	1/2	1/2	Chord	4/4	3	1	1/2		r8	1/2	1	5938											12	
330	328	1309	1309	0.0	0	0	Spanner	4/4	4	1	0															84		
330	328	1309	1309	1.0	0	0	Chord	4/4	4	1	1/4			1/4	1	5939										84		
330	328	1310	1310	1.0	1/4	1/4	Chord	4/4	4	1	1/4			1/4	1	5940		articAccentAbove							781	84		
330	328	1311	1311	0.0	1/2	1/2	Spanner	4/4	4	1	0														781			
330	328	1311	1311	0.0	1/2	1/2	Spanner	4/4	4	1	0														781			55
330	328	1311	1311	1.0	1/2	1/2	Chord	4/4	4	1	1/4			1/4	1	5941									781			55
330	328	1312	1312	1.0	3/4	3/4	Chord	4/4	4	1	1/4			1/4	1	5942												55
331	329	1313	1313	0.0	0	0	Dynamic	4/4	1	1	0						other-dynamics											
331	329	1313	1313	0.0	0	0	Spanner	4/4	1	1	0																	
331	329	1313	1313	1.0	0	0	Chord	4/4	1	1	1/4			1/4	1	5943									782			
331	329	1314	1314	1.0	1/4	1/4	Chord	4/4	1	1	1/4			1/4	1	5944									782			
331	329	1315	1315	1.0	1/2	1/2	Chord	4/4	1	1	1/4			1/4	1	5945									782			
331	329	1316	1316	1.0	3/4	3/4	Chord	4/4	1	1	1/4			1/4	1	5946												
331	329	1313	1313	0.0	0	0	Dynamic	4/4	2	1	0						f											
331	329	1313	1313	0.0	0	0	Spanner	4/4	2	1	0																	
331	329	1313	1313	2.0	0	0	Chord	4/4	2	1	1/2		r8	1/2	1	5947												
331	329	1315	1315	2.0	1/2	1/2	Chord	4/4	2	1	1/2		r8	1/2	1	5948												
331	329	1313	1313	0.0	0	0	Dynamic	4/4	3	1	0						f											
331	329	1313	1313	0.0	0	0	Spanner	4/4	3	1	0																	
331	329	1313	1313	2.0	0	0	Chord	4/4	3	1	1/2		r8	1/2	1	5949												
331	329	1315	1315	2.0	1/2	1/2	Chord	4/4	3	1	1/2		r8	1/2	1	5950												
331	329	1313	1313	0.0	0	0	Dynamic	4/4	4	1	0						f											
331	329	1313	1313	0.0	0	0	Spanner	4/4	4	1	0																	
331	329	1313	1313	2.0	0	0	Chord	4/4	4	1	1/2		r8	1/2	1	5951												
331	329	1315	1315	2.0	1/2	1/2	Chord	4/4	4	1	1/2		r8	1/2	1	5952												
332	330	1317	1317	1.0	0	0	Chord	4/4	1	1	1/4			1/4	1	5953									783			
332	330	1318	1318	1.0	1/4	1/4	Chord	4/4	1	1	1/4			1/4	1	5954									783			
332	330	1319	1319	1.0	1/2	1/2	Chord	4/4	1	1	1/4			1/4	1	5955									783			
332	330	1320	1320	1.0	3/4	3/4	Chord	4/4	1	1	1/4			1/4	1	5956												
332	330	1317	1317	2.0	0	0	Chord	4/4	2	1	1/2		r8	1/2	1	5957												
332	330	1319	1319	2.0	1/2	1/2	Chord	4/4	2	1	1/2		r8	1/2	1	5958												
332	330	1317	1317	2.0	0	0	Chord	4/4	3	1	1/2		r8	1/2	1	5959												
332	330	1319	1319	2.0	1/2	1/2	Chord	4/4	3	1	1/2		r8	1/2	1	5960												
332	330	1317	1317	2.0	0	0	Chord	4/4	4	1	1/2		r8	1/2	1	5961												
332	330	1319	1319	2.0	1/2	1/2	Chord	4/4	4	1	1/2		r8	1/2	1	5962												
333	331	1321	1321	1.0	0	0	Chord	4/4	1	1	1/4			1/4	1	5963									784			
333	331	1322	1322	1.0	1/4	1/4	Chord	4/4	1	1	1/4			1/4	1	5964									784			
333	331	1323	1323	1.0	1/2	1/2	Chord	4/4	1	1	1/4			1/4	1	5965									784			
333	331	1324	1324	1.0	3/4	3/4	Chord	4/4	1	1	1/4			1/4	1	5966												
333	331	1321	1321	2.0	0	0	Chord	4/4	2	1	1/2		r8	1/2	1	5967												
333	331	1323	1323	2.0	1/2	1/2	Chord	4/4	2	1	1/2		r8	1/2	1	5968												
333	331	1321	1321	2.0	0	0	Chord	4/4	3	1	1/2		r8	1/2	1	5969												
333	331	1323	1323	0.5	1/2	1/2	Chord	4/4	3	1	1/8			1/8	1	5970												
333	331	2647/2	2647/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8			1/8	1	5971												
333	331	1324	1324	0.5	3/4	3/4	Chord	4/4	3	1	1/8			1/8	1	5972												
333	331	2649/2	2649/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8			1/8	1	5973												
333	331	1321	1321	2.0	0	0	Chord	4/4	4	1	1/2		r8	1/2	1	5974												
333	331	1323	1323	0.5	1/2	1/2	Chord	4/4	4	1	1/8			1/8	1	5975												
333	331	2647/2	2647/2	0.5	5/8	5/8	Chord	4/4	4	1	1/8			1/8	1	5976												
333	331	1324	1324	0.5	3/4	3/4	Chord	4/4	4	1	1/8			1/8	1	5977												
333	331	2649/2	2649/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8			1/8	1	5978												
334	332	1325	1325	3.0	0	0	Chord	4/4	1	1	3/4			1/2	3/2	5979		articAccentAbove										
334	332	1325	1325	0.5	0	0	Chord	4/4	2	1	1/8			1/8	1	5980												
334	332	1326	1326	0.0	1/4	1/4	Dynamic	4/4	2	1	0						f											
334	332	1326	1326	1.0	1/4	1/4	Chord	4/4	2	1	1/4			1/4	1	5981									785			
334	332	1327	1327	1.0	1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	5982									785			
334	332	1328	1328	1.0	3/4	3/4	Chord	4/4	2	1	1/4			1/4	1	5983												
334	332	1325	1325	0.5	0	0	Chord	4/4	3	1	1/8			1/8	1	5984												
334	332	1326	1326	0.0	1/4	1/4	Dynamic	4/4	3	1	0						f											
334	332	1326	1326	1.0	1/4	1/4	Chord	4/4	3	1	1/4			1/4	1	5985									786			
334	332	1327	1327	1.0	1/2	1/2	Chord	4/4	3	1	1/4			1/4	1	5986									786			
334	332	1328	1328	1.0	3/4	3/4	Chord	4/4	3	1	1/4			1/4	1	5987												
334	332	1325	1325	0.5	0	0	Chord	4/4	4	1	1/8			1/8	1	5988												
334	332	1326	1326	0.0	1/4	1/4	Dynamic	4/4	4	1	0						f											
334	332	1326	1326	1.0	1/4	1/4	Chord	4/4	4	1	1/4			1/4	1	5989									787			
334	332	1327	1327	1.0	1/2	1/2	Chord	4/4	4	1	1/4			1/4	1	5990									787			
334	332	1328	1328	1.0	3/4	3/4	Chord	4/4	4	1	1/4			1/4	1	5991												
335	333	1329	1329	0.0	0	0	Dynamic	4/4	1	1	0						f											
335	333	1329	1329	1.0	0	0	Chord	4/4	1	1	1/4			1/4	1	5992									788			
335	333	1330	1330	1.0	1/4	1/4	Chord	4/4	1	1	1/4			1/4	1	5993									788			
335	333	1331	1331	1.0	1/2	1/2	Chord	4/4	1	1	1/4			1/4	1	5994									788			
335	333	1332	1332	1.0	3/4	3/4	Chord	4/4	1	1	1/4			1/4	1	5995												
335	333	1329	1329	2.0	0	0	Chord	4/4	2	1	1/2		r8	1/2	1	5996												
335	333	1331	1331	2.0	1/2	1/2	Chord	4/4	2	1	1/2		r8	1/2	1	5997												
335	333	1329	1329	2.0	0	0	Chord	4/4	3	1	1/2		r8	1/2	1	5998												
335	333	1331	1331	2.0	1/2	1/2	Chord	4/4	3	1	1/2		r8	1/2	1	5999												
335	333	1329	1329	3.0	0	0	Chord	4/4	4	1	3/4		r8	1/2	3/2	6000												
335	333	1332	1332	0.5	3/4	3/4	Chord	4/4	4	1	1/8			1/8	1	6001												
335	333	2665/2	2665/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8			1/8	1	6002												
336	334	1333	1333	1.0	0	0	Chord	4/4	1	1	1/4			1/4	1	6003									789			
336	334	1334	1334	1.0	1/4	1/4	Chord	4/4	1	1	1/4			1/4	1	6004									789			
336	334	1335	1335	1.0	1/2	1/2	Chord	4/4	1	1	1/4			1/4	1	6005									789			
336	334	1336	1336	1.0	3/4	3/4	Chord	4/4	1	1	1/4			1/4	1	6006												
336	334	1333	1333	0.5	0	0	Chord	4/4	2	1	1/8			1/8	1	6007												
336	334	1334	1334	1.0	1/4	1/4	Chord	4/4	2	1	1/4			1/4	1	6008									790			
336	334	1335	1335	1.0	1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	6009									790			
336	334	1336	1336	1.0	3/4	3/4	Chord	4/4	2	1	1/4			1/4	1	6010												
336	334	1333	1333	0.5	0	0	Chord	4/4	3	1	1/8			1/8	1	6011												
336	334	1334	1334	1.0	1/4	1/4	Chord	4/4	3	1	1/4			1/4	1	6012									791			
336	334	1335	1335	1.0	1/2	1/2	Chord	4/4	3	1	1/4			1/4	1	6013									791			
336	334	1336	1336	1.0	3/4	3/4	Chord	4/4	3	1	1/4			1/4	1	6014												
336	334	1333	1333	0.5	0	0	Chord	4/4	4	1	1/8			1/8	1	6015												
336	334	1334	1334	1.0	1/4	1/4	Chord	4/4	4	1	1/4			1/4	1	6016									792			
336	334	1335	1335	1.0	1/2	1/2	Chord	4/4	4	1	1/4			1/4	1	6017									792			
336	334	1336	1336	1.0	3/4	3/4	Chord	4/4	4	1	1/4			1/4	1	6018												
337	335	1337	1337	1.0	0	0	Chord	4/4	1	1	1/4			1/4	1	6019									793			
337	335	1338	1338	1.0	1/4	1/4	Chord	4/4	1	1	1/4			1/4	1	6020									793			
337	335	1339	1339	1.0	1/2	1/2	Chord	4/4	1	1	1/4			1/4	1	6021									793			
337	335	1340	1340	1.0	3/4	3/4	Chord	4/4	1	1	1/4			1/4	1	6022												
337	335	1337	1337	2.0	0	0	Chord	4/4	2	1	1/2		r8	1/2	1	6023												
337	335	1339	1339	2.0	1/2	1/2	Chord	4/4	2	1	1/2		r8	1/2	1	6024												
337	335	1337	1337	0.5	0	0	Chord	4/4	3	1	1/8			1/8	1	6025												
337	335	2675/2	2675/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8			1/8	1	6026												
337	335	1338	1338	0.5	1/4	1/4	Chord	4/4	3	1	1/8			1/8	1	6027												
337	335	2677/2	2677/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8			1/8	1	6028												
337	335	1339	1339	2.0	1/2	1/2	Chord	4/4	3	1	1/2		r8	1/2	1	6029												
337	335	1337	1337	3.0	0	0	Chord	4/4	4	1	3/4		r8	1/2	3/2	6030												
337	335	1340	1340	0.5	3/4	3/4	Chord	4/4	4	1	1/8			1/8	1	6031												
337	335	2681/2	2681/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8			1/8	1	6032												
338	336	1341	1341	1.0	0	0	Chord	4/4	1	1	1/4			1/4	1	6033									794			
338	336	1342	1342	1.0	1/4	1/4	Chord	4/4	1	1	1/4			1/4	1	6034									794			
338	336	1343	1343	1.0	1/2	1/2	Chord	4/4	1	1	1/4			1/4	1	6035									794			
338	336	1344	1344	1.0	3/4	3/4	Chord	4/4	1	1	1/4			1/4	1	6036												
338	336	1341	1341	0.5	0	0	Chord	4/4	2	1	1/8			1/8	1	6037												
338	336	1342	1342	1.0	1/4	1/4	Chord	4/4	2	1	1/4			1/4	1	6038									795			
338	336	1343	1343	1.0	1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	6039									795			
338	336	1344	1344	1.0	3/4	3/4	Chord	4/4	2	1	1/4			1/4	1	6040												
338	336	1341	1341	0.5	0	0	Chord	4/4	3	1	1/8			1/8	1	6041												
338	336	1342	1342	1.0	1/4	1/4	Chord	4/4	3	1	1/4			1/4	1	6042									796			
338	336	1343	1343	1.0	1/2	1/2	Chord	4/4	3	1	1/4			1/4	1	6043									796			
338	336	1344	1344	1.0	3/4	3/4	Chord	4/4	3	1	1/4			1/4	1	6044												
338	336	1341	1341	0.5	0	0	Chord	4/4	4	1	1/8			1/8	1	6045												
338	336	1342	1342	1.0	1/4	1/4	Chord	4/4	4	1	1/4			1/4	1	6046									797			
338	336	1343	1343	1.0	1/2	1/2	Chord	4/4	4	1	1/4			1/4	1	6047									797			
338	336	1344	1344	1.0	3/4	3/4	Chord	4/4	4	1	1/4			1/4	1	6048												
339	337	1345	1345	1.0	0	0	Chord	4/4	1	1	1/4			1/4	1	6049		articAccentStaccatoAbove										
339	337	1346	1346	1.0	1/4	1/4	Chord	4/4	1	1	1/4			1/4	1	6050		articAccentStaccatoAbove										
339	337	1347	1347	0.0	1/2	1/2	Dynamic	4/4	1	1	0						sf											
339	337	1347	1347	1.5	1/2	1/2	Chord	4/4	1	1	3/8			1/4	3/2	6051												
339	337	2697/2	2697/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	6052												
339	337	1345	1345	1.0	0	0	Chord	4/4	2	1	1/4			1/4	1	6053		articAccentStaccatoAbove										
339	337	1346	1346	1.0	1/4	1/4	Chord	4/4	2	1	1/4			1/4	1	6054		articAccentStaccatoAbove										
339	337	1347	1347	0.0	1/2	1/2	Dynamic	4/4	2	1	0						sf											
339	337	1347	1347	1.5	1/2	1/2	Chord	4/4	2	1	3/8			1/4	3/2	6055												
339	337	2697/2	2697/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	6056												
339	337	1345	1345	1.0	0	0	Chord	4/4	3	1	1/4			1/4	1	6057		articAccentStaccatoAbove										
339	337	1346	1346	1.0	1/4	1/4	Chord	4/4	3	1	1/4			1/4	1	6058		articAccentStaccatoAbove										
339	337	1347	1347	0.0	1/2	1/2	Dynamic	4/4	3	1	0						sf											
339	337	1347	1347	1.5	1/2	1/2	Chord	4/4	3	1	3/8			1/4	3/2	6059												
339	337	2697/2	2697/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8			1/8	1	6060												
339	337	1345	1345	1.0	0	0	Chord	4/4	4	1	1/4			1/4	1	6061		articAccentStaccatoAbove										
339	337	1346	1346	1.0	1/4	1/4	Chord	4/4	4	1	1/4			1/4	1	6062		articStaccatoBelow										
339	337	1347	1347	0.0	1/2	1/2	Dynamic	4/4	4	1	0						sf											
339	337	1347	1347	1.5	1/2	1/2	Chord	4/4	4	1	3/8			1/4	3/2	6063												
339	337	2697/2	2697/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8			1/8	1	6064												
340	338	1349	1349	0.5	0	0	Chord	4/4	1	1	1/8			1/8	1	6065									798			
340	338	2699/2	2699/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8			1/8	1	6066												
340	338	1350	1350	0.5	1/4	1/4	Chord	4/4	1	1	1/8			1/8	1	6067		articStaccatoAbove										
340	338	2701/2	2701/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8			1/8	1	6068		articStaccatoAbove										
340	338	1351	1351	0.5	1/2	1/2	Chord	4/4	1	1	1/8			1/8	1	6069									799			
340	338	2703/2	2703/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8			1/8	1	6070												
340	338	1352	1352	0.5	3/4	3/4	Chord	4/4	1	1	1/8			1/8	1	6071		articStaccatoAbove										
340	338	2705/2	2705/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	6072		articStaccatoAbove										
340	338	1349	1349	2.0	0	0	Chord	4/4	2	1	1/2		r8	1/2	1	6073												
340	338	1351	1351	0.5	1/2	1/2	Chord	4/4	2	1	1/8			1/8	1	6074									800			
340	338	2703/2	2703/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8			1/8	1	6075												
340	338	1352	1352	0.5	3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	6076		articStaccatoBelow										
340	338	2705/2	2705/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	6077		articStaccatoBelow										
340	338	1349	1349	2.0	0	0	Chord	4/4	3	1	1/2		r8	1/2	1	6078												
340	338	1351	1351	0.5	1/2	1/2	Chord	4/4	3	1	1/8			1/8	1	6079												
340	338	2703/2	2703/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8			1/8	1	6080												
340	338	1352	1352	0.5	3/4	3/4	Chord	4/4	3	1	1/8			1/8	1	6081												
340	338	2705/2	2705/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8			1/8	1	6082												
340	338	1349	1349	1.0	0	0	Chord	4/4	4	1	1/4			1/4	1	6083												
340	338	1350	1350	0.5	1/4	1/4	Chord	4/4	4	1	1/8			1/8	1	6084												
340	338	2701/2	2701/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8			1/8	1	6085												
340	338	1351	1351	0.5	1/2	1/2	Chord	4/4	4	1	1/8			1/8	1	6086												
340	338	2703/2	2703/2	0.5	5/8	5/8	Chord	4/4	4	1	1/8			1/8	1	6087												
340	338	1352	1352	0.5	3/4	3/4	Chord	4/4	4	1	1/8			1/8	1	6088												
340	338	2705/2	2705/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8			1/8	1	6089												
341	339	1353	1353	0.0	0	0	StaffText	4/4	1	1	0								cresc.									
341	339	1353	1353	0.5	0	0	Chord	4/4	1	1	1/8			1/8	1	6090									801			
341	339	2707/2	2707/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8			1/8	1	6091												
341	339	1354	1354	0.5	1/4	1/4	Chord	4/4	1	1	1/8			1/8	1	6092		articStaccatoAbove										
341	339	2709/2	2709/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8			1/8	1	6093		articStaccatoAbove										
341	339	1355	1355	0.5	1/2	1/2	Chord	4/4	1	1	1/8			1/8	1	6094									802			
341	339	2711/2	2711/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8			1/8	1	6095												
341	339	1356	1356	0.5	3/4	3/4	Chord	4/4	1	1	1/8			1/8	1	6096		articStaccatoAbove										
341	339	2713/2	2713/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	6097		articStaccatoAbove										
341	339	1353	1353	0.5	0	0	Chord	4/4	2	1	1/8			1/8	1	6098									803			
341	339	2707/2	2707/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8			1/8	1	6099												
341	339	1354	1354	0.0	1/4	1/4	StaffText	4/4	2	1	0								cresc.									
341	339	1354	1354	0.5	1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	6100		articStaccatoBelow										
341	339	2709/2	2709/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	6101		articStaccatoBelow										
341	339	1355	1355	0.5	1/2	1/2	Chord	4/4	2	1	1/8			1/8	1	6102												
341	339	2711/2	2711/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8			1/8	1	6103												
341	339	1356	1356	0.5	3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	6104												
341	339	2713/2	2713/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	6105												
341	339	1353	1353	0.0	0	0	StaffText	4/4	3	1	0								cresc.									
341	339	1353	1353	0.5	0	0	Chord	4/4	3	1	1/8			1/8	1	6106												
341	339	2707/2	2707/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8			1/8	1	6107												
341	339	1354	1354	0.5	1/4	1/4	Chord	4/4	3	1	1/8			1/8	1	6108												
341	339	2709/2	2709/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8			1/8	1	6109												
341	339	1355	1355	0.5	1/2	1/2	Chord	4/4	3	1	1/8			1/8	1	6110												
341	339	2711/2	2711/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8			1/8	1	6111												
341	339	1356	1356	0.5	3/4	3/4	Chord	4/4	3	1	1/8			1/8	1	6112												
341	339	2713/2	2713/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8			1/8	1	6113												
341	339	1353	1353	0.0	0	0	StaffText	4/4	4	1	0								cresc.									
341	339	1353	1353	1.0	0	0	Chord	4/4	4	1	1/4			1/4	1	6114												
341	339	1354	1354	0.5	1/4	1/4	Chord	4/4	4	1	1/8			1/8	1	6115												
341	339	2709/2	2709/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8			1/8	1	6116												
341	339	1355	1355	0.5	1/2	1/2	Chord	4/4	4	1	1/8			1/8	1	6117												
341	339	2711/2	2711/2	0.5	5/8	5/8	Chord	4/4	4	1	1/8			1/8	1	6118												
341	339	1356	1356	0.5	3/4	3/4	Chord	4/4	4	1	1/8			1/8	1	6119												
341	339	2713/2	2713/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8			1/8	1	6120												
342	340	1357	1357	0.0	0	0	Dynamic	4/4	1	1	0						ff											
342	340	1357	1357	0.25	0	0	Chord	4/4	1	1	1/16			1/16	1	6121									804			
342	340	5429/4	5429/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16			1/16	1	6122									804			
342	340	2715/2	2715/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16			1/16	1	6123									804			
342	340	5431/4	5431/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16			1/16	1	6124												
342	340	1358	1358	0.25	1/4	1/4	Chord	4/4	1	1	1/16			1/16	1	6125									805			
342	340	5433/4	5433/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16			1/16	1	6126									805			
342	340	2717/2	2717/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16			1/16	1	6127									805			
342	340	5435/4	5435/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16			1/16	1	6128												
342	340	1359	1359	0.25	1/2	1/2	Chord	4/4	1	1	1/16			1/16	1	6129									806			
342	340	5437/4	5437/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16			1/16	1	6130									806			
342	340	2719/2	2719/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16			1/16	1	6131									806			
342	340	5439/4	5439/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16			1/16	1	6132												
342	340	1360	1360	0.25	3/4	3/4	Chord	4/4	1	1	1/16			1/16	1	6133									807			
342	340	5441/4	5441/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16			1/16	1	6134									807			
342	340	2721/2	2721/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16			1/16	1	6135									807			
342	340	5443/4	5443/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16			1/16	1	6136												
342	340	1357	1357	0.0	0	0	Dynamic	4/4	2	1	0						ff											
342	340	1357	1357	1.0	0	0	Chord	4/4	2	1	1/4			1/4	1	6137												
342	340	1357	1357	0.0	0	0	Dynamic	4/4	3	1	0						ff											
342	340	1357	1357	1.0	0	0	Chord	4/4	3	1	1/4			1/4	1	6138												
342	340	1357	1357	0.0	0	0	Dynamic	4/4	4	1	0						ff											
342	340	1357	1357	0.5	0	0	Chord	4/4	4	1	1/8			1/8	1	6139		articStaccatoBelow										
342	340	2715/2	2715/2	0.5	1/8	1/8	Chord	4/4	4	1	1/8			1/8	1	6140		articStaccatoBelow										
342	340	1358	1358	0.5	1/4	1/4	Chord	4/4	4	1	1/8			1/8	1	6141		articStaccatoBelow										
342	340	2717/2	2717/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8			1/8	1	6142		articStaccatoBelow										
342	340	1359	1359	0.5	1/2	1/2	Chord	4/4	4	1	1/8			1/8	1	6143		articStaccatoAbove										
342	340	2719/2	2719/2	0.5	5/8	5/8	Chord	4/4	4	1	1/8			1/8	1	6144		articStaccatoAbove										
342	340	1360	1360	0.5	3/4	3/4	Chord	4/4	4	1	1/8			1/8	1	6145		articStaccatoAbove										
342	340	2721/2	2721/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8			1/8	1	6146		articStaccatoAbove										
343	341	1361	1361	0.5	0	0	Chord	4/4	1	1	1/8			1/8	1	6147		articStaccatoBelow										
343	341	2723/2	2723/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8			1/8	1	6148		articStaccatoBelow										
343	341	1362	1362	0.5	1/4	1/4	Chord	4/4	1	1	1/8			1/8	1	6149		articStaccatoBelow										
343	341	2725/2	2725/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8			1/8	1	6150		articStaccatoBelow										
343	341	1363	1363	0.5	1/2	1/2	Chord	4/4	1	1	1/8			1/8	1	6151		articStaccatoAbove										
343	341	2727/2	2727/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8			1/8	1	6152		articStaccatoAbove										
343	341	1364	1364	0.5	3/4	3/4	Chord	4/4	1	1	1/8			1/8	1	6153		articStaccatoAbove										
343	341	2729/2	2729/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	6154		articStaccatoAbove										
343	341	1361	1361	0.25	0	0	Chord	4/4	2	1	1/16			1/16	1	6155									808			
343	341	5445/4	5445/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16			1/16	1	6156									808			
343	341	2723/2	2723/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16			1/16	1	6157									808			
343	341	5447/4	5447/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16			1/16	1	6158												
343	341	1362	1362	0.25	1/4	1/4	Chord	4/4	2	1	1/16			1/16	1	6159									809			
343	341	5449/4	5449/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16			1/16	1	6160									809			
343	341	2725/2	2725/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16			1/16	1	6161									809			
343	341	5451/4	5451/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16			1/16	1	6162												
343	341	1363	1363	0.25	1/2	1/2	Chord	4/4	2	1	1/16			1/16	1	6163									810			
343	341	5453/4	5453/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16			1/16	1	6164									810			
343	341	2727/2	2727/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16			1/16	1	6165									810			
343	341	5455/4	5455/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16			1/16	1	6166												
343	341	1364	1364	0.25	3/4	3/4	Chord	4/4	2	1	1/16			1/16	1	6167									811			
343	341	5457/4	5457/4	0.25	13/16	13/16	Chord	4/4	2	1	1/16			1/16	1	6168									811			
343	341	2729/2	2729/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16			1/16	1	6169									811			
343	341	5459/4	5459/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16			1/16	1	6170												
343	341	1361	1361	0.25	0	0	Chord	4/4	3	1	1/16			1/16	1	6171									812			
343	341	5445/4	5445/4	0.25	1/16	1/16	Chord	4/4	3	1	1/16			1/16	1	6172									812			
343	341	2723/2	2723/2	0.25	1/8	1/8	Chord	4/4	3	1	1/16			1/16	1	6173									812			
343	341	5447/4	5447/4	0.25	3/16	3/16	Chord	4/4	3	1	1/16			1/16	1	6174												
343	341	1362	1362	0.25	1/4	1/4	Chord	4/4	3	1	1/16			1/16	1	6175									813			
343	341	5449/4	5449/4	0.25	5/16	5/16	Chord	4/4	3	1	1/16			1/16	1	6176									813			
343	341	2725/2	2725/2	0.25	3/8	3/8	Chord	4/4	3	1	1/16			1/16	1	6177									813			
343	341	5451/4	5451/4	0.25	7/16	7/16	Chord	4/4	3	1	1/16			1/16	1	6178												
343	341	1363	1363	0.25	1/2	1/2	Chord	4/4	3	1	1/16			1/16	1	6179									814			
343	341	5453/4	5453/4	0.25	9/16	9/16	Chord	4/4	3	1	1/16			1/16	1	6180									814			
343	341	2727/2	2727/2	0.25	5/8	5/8	Chord	4/4	3	1	1/16			1/16	1	6181									814			
343	341	5455/4	5455/4	0.25	11/16	11/16	Chord	4/4	3	1	1/16			1/16	1	6182												
343	341	1364	1364	0.25	3/4	3/4	Chord	4/4	3	1	1/16			1/16	1	6183									815			
343	341	5457/4	5457/4	0.25	13/16	13/16	Chord	4/4	3	1	1/16			1/16	1	6184									815			
343	341	2729/2	2729/2	0.25	7/8	7/8	Chord	4/4	3	1	1/16			1/16	1	6185									815			
